Enumeration ID,Enum ordinal,Enum value,Enum value desc
120,11,Bacillus subtilis,enumeration_text
120,12,Arabidopsis thaliana,enumeration_text
120,13,Staphylococcus aureus,enumeration_text
120,14,Oryctolagus cuniculus,enumeration_text
120,15,Clostridium pasteurianum,enumeration_text
120,16,Equus caballus,enumeration_text
120,17,Pseudomonas aeruginosa,enumeration_text
120,18,Thermotoga maritima,enumeration_text
120,19,Thermus thermophilus,enumeration_text
120,20,Methanobacterium thermoautotrophicum,enumeration_text
120,21,Xenopus laevis,enumeration_text
120,22,Amaranthus caudatus,enumeration_text
120,23,Anabaena variabilis,enumeration_text
120,24,Anemonia sulcata,enumeration_text
120,25,Apis mellifera,enumeration_text
120,26,Aquifex aeolicus,enumeration_text
120,27,Arachis hypogea,enumeration_text
120,28,Azotobacter vinelandii,enumeration_text
120,29,Bacillus amyloliquefaciens,enumeration_text
120,30,Bacillus circulans,enumeration_text
120,31,Bacillus pasteurii,enumeration_text
120,32,Bacillus stearothermophilus,enumeration_text
120,33,Bombyx mori,enumeration_text
120,34,Borrelia burgdorferi,enumeration_text
120,35,Bungarus multicinctus,enumeration_text
120,36,Caenorhabditis elegans,enumeration_text
120,37,Canis familiaris,enumeration_text
120,38,Centruroides noxius,enumeration_text
120,39,Chlamydomonas reinhardtii,enumeration_text
120,40,Conus geographus,enumeration_text
120,41,Conus imperialis,enumeration_text
120,42,Conus purpurascens,enumeration_text
120,43,Cricetulus griseus,enumeration_text
120,44,Cucurbita maxima,enumeration_text
120,45,Desulfovibrio gigas,enumeration_text
120,46,Desulfovibrio vulgaris,enumeration_text
120,47,Enterococcus faecalis,enumeration_text
120,48,Glycera dibranchiata,enumeration_text
120,49,Hadronyche versuta,enumeration_text
120,50,Haemophilus influenzae,enumeration_text
120,51,Halobacterium halobium,enumeration_text
120,52,Hirudo medicinalis,enumeration_text
120,53,HIV,enumeration_text
120,54,Hordeum vulgare,enumeration_text
120,55,Hydrogenobacter thermophilus,enumeration_text
120,56,Lactobacillus casei,enumeration_text
120,57,Lactococcus lactis,enumeration_text
120,58,Leiurus quinquestriatus,enumeration_text
120,59,Lentivirus human immunodeficiency virus,enumeration_text
120,60,Methanococcus jannaschii,enumeration_text
120,61,Methanococcus thermolithotrophicus,enumeration_text
120,62,Methanothermobacter thermautotrophicus,enumeration_text
120,63,Morbillivirus,enumeration_text
120,64,Mycobacterium tuberculosis,enumeration_text
120,65,Naja oxiana,enumeration_text
120,66,Neisseria meningitidis,enumeration_text
120,67,Neurospora crassa,enumeration_text
120,68,Opisthacanthus madagascariensis,enumeration_text
120,69,Oryza sativa,enumeration_text
120,70,Ovis aries,enumeration_text
120,71,Pandinus imperator,enumeration_text
120,72,Paracoccus denitrificans,enumeration_text
120,73,Physeter catodon,enumeration_text
120,74,Pisum sativum,enumeration_text
120,75,Pseudomonas putida,enumeration_text
120,76,Pyrococcus furiosus,enumeration_text
120,77,Rana catesbeiana,enumeration_text
120,78,Rhodobacter sphaeroides,enumeration_text
120,79,Rhodospirillum rubrum,enumeration_text
120,80,Salmonella typhimurium,enumeration_text
120,81,Schizosaccharomyces pombe,enumeration_text
120,82,Selenocosmia hainana,enumeration_text
120,83,Solanum tuberosum,enumeration_text
120,84,Streptomyces carzinostaticus,enumeration_text
120,85,Sulfolobus solfataricus,enumeration_text
120,86,Sus scrofa,enumeration_text
120,87,Thermoplasma acidophilum,enumeration_text
120,88,Thermosynechococcus elongatus,enumeration_text
120,89,Trichoderma reesei,enumeration_text
126,1,saliva,enumeration_text
126,2,semen,enumeration_text
126,3,vaginal fluid,enumeration_text
126,4,venom,enumeration_text
121,1,Archaea,enumeration_text
121,2,Bacteria,prokaryotes
121,3,Eukaryota,enumeration_text
121,4,Viroid,enumeration_text
121,5,Viruses,enumeration_text
121,6,Other,enumeration_text
121,7,Unclassified,enumeration_text
124,1,skin,enumeration_text
117,1,IUPAC,enumeration_text
117,2,CAS name,enumeration_text
117,3,CAS registry number,enumeration_text
117,4,BMRB,enumeration_text
117,5,Three letter code,enumeration_text
56,1,yes,enumeration_text
56,2,no,enumeration_text
51,1,RELEASE NOW,"Release immediately"
51,2,HOLD FOR PUBLICATION,"Hold until primary citation is published"
51,3,HOLD FOR 4 WEEKS,"Hold for 4 weeks"
51,4,HOLD FOR 8 WEEKS,"Hold for 8 weeks"
51,5,HOLD FOR 6 MONTHS,"Hold for 6 months"
51,6,HOLD FOR 1 YEAR,"Hold for 1 year"
55,1,RELEASE NOW,"Release sequence information in status reports immediately"
55,2,HOLD FOR RELEASE,enumeration_text
52,1,RELEASE NOW,"Release immediately"
52,2,HOLD FOR PUBLICATION,"Hold until primary citation is published"
52,3,HOLD FOR 4 WEEKS,"Hold for 4 weeks"
52,4,HOLD FOR 8 WEEKS,"Hold for 8 weeks"
52,5,HOLD FOR 6 MONTHS,"Hold for 6 months"
52,6,HOLD FOR 1 YEAR,"Hold for 1 year"
53,1,RELEASE NOW,"Release immediately"
53,2,HOLD FOR PUBLICATION,"Hold until primary citation is published"
53,3,HOLD FOR 4 WEEKS,"Hold for 4 weeks"
53,4,HOLD FOR 8 WEEKS,"Hold for 8 weeks"
53,5,HOLD FOR 6 MONTHS,"Hold for 6 months"
53,6,HOLD FOR 1 YEAR,"Hold for 1 year"
54,1,RELEASE NOW,"Release immediately"
54,2,HOLD FOR PUBLICATION,"Hold until primary citation is published"
54,3,HOLD FOR 4 WEEKS,"Hold for 4 weeks"
54,4,HOLD FOR 8 WEEKS,"Hold for 8 weeks"
54,5,HOLD FOR 6 MONTHS,"Hold for 6 months"
54,6,HOLD FOR 1 YEAR,"Hold for 1 year"
49,1,NMR,enumeration_text
50,1,SOLUTION,"Experiments using solution samples"
50,2,SOLID-STATE,"Experiments using samples in the solid-state"
50,3,THEORETICAL,"Data derived from theoretical calculations"
47,1,1.0,enumeration_text
47,2,2.0,enumeration_text
47,3,2.1,enumeration_text
47,4,2.1.1,enumeration_text
47,5,3.1,enumeration_text
48,1,1.0,enumeration_text
48,2,2.0,enumeration_text
48,3,2.1,enumeration_text
48,4,2.1.1,enumeration_text
48,5,3.1,enumeration_text
58,1,yes,enumeration_text
58,2,no,enumeration_text
59,1,yes,enumeration_text
59,2,no,enumeration_text
60,1,yes,enumeration_text
60,2,no,enumeration_text
61,1,yes,enumeration_text
61,2,no,enumeration_text
62,1,yes,enumeration_text
62,2,no,enumeration_text
63,1,yes,enumeration_text
63,2,no,enumeration_text
57,1,Immediately,enumeration_text
57,2,On publication,enumeration_text
57,3,In one year,enumeration_text
57,4,At a specific future date,enumeration_text
46,1,original,enumeration_text
46,2,update,enumeration_text
46,3,obsolete,enumeration_text
9,1,yes,enumeration_text
9,2,no,enumeration_text
27,1,yes,enumeration_text
27,2,no,enumeration_text
11,1,yes,enumeration_text
11,2,no,enumeration_text
8,1,yes,enumeration_text
8,2,no,enumeration_text
1,1,yes,enumeration_text
1,2,no,enumeration_text
2,1,yes,enumeration_text
2,2,no,enumeration_text
4,1,yes,enumeration_text
4,2,no,enumeration_text
3,1,PDB/BMRB,enumeration_text
3,2,BMRB Only,enumeration_text
10,1,yes,enumeration_text
10,2,no,enumeration_text
25,1,yes,enumeration_text
25,2,no,enumeration_text
26,1,yes,enumeration_text
26,2,no,enumeration_text
21,1,yes,enumeration_text
21,2,no,enumeration_text
24,1,yes,enumeration_text
24,2,no,enumeration_text
29,1,yes,enumeration_text
29,2,no,enumeration_text
19,1,yes,enumeration_text
19,2,no,enumeration_text
18,1,yes,enumeration_text
18,2,no,enumeration_text
12,1,yes,enumeration_text
12,2,no,enumeration_text
13,1,yes,enumeration_text
13,2,no,enumeration_text
15,1,yes,enumeration_text
15,2,no,enumeration_text
14,1,yes,enumeration_text
14,2,no,enumeration_text
23,1,yes,enumeration_text
23,2,no,enumeration_text
6,1,yes,enumeration_text
6,2,no,enumeration_text
36,1,yes,enumeration_text
36,2,no,enumeration_text
35,1,yes,enumeration_text
35,2,no,enumeration_text
33,1,yes,enumeration_text
33,2,no,enumeration_text
7,1,yes,enumeration_text
7,2,no,enumeration_text
16,1,yes,enumeration_text
16,2,no,enumeration_text
37,1,yes,enumeration_text
37,2,no,enumeration_text
28,1,yes,enumeration_text
28,2,no,enumeration_text
22,1,yes,enumeration_text
22,2,no,enumeration_text
17,1,yes,enumeration_text
17,2,no,enumeration_text
34,1,yes,enumeration_text
34,2,no,enumeration_text
31,1,yes,enumeration_text
31,2,no,enumeration_text
20,1,yes,enumeration_text
20,2,no,enumeration_text
5,1,yes,enumeration_text
5,2,no,enumeration_text
30,1,yes,enumeration_text
30,2,no,enumeration_text
32,1,yes,enumeration_text
32,2,no,enumeration_text
71,1,?,enumeration_text
71,2,Accelerated Technologies Center for Gene to 3D Structure,enumeration_text
71,3,Architecture and Function of Biological Macromolecules Structure Genomics,ASG
71,4,Berkeley Structural Genomics Center,BSGC
71,5,Center for Eukaryotic Structural Genomics,CESG
71,6,Center for High-Throughput Structural Biology,enumeration_text
71,7,Center for Structures of Membrane Proteins,enumeration_text
71,8,Integrated Center for Structure and Function Innovation,enumeration_text
71,9,Joint Center for Structural Genomics,JCSG
71,10,Midwest Center for Structural Genomics,MCSG
71,11,New York Consortium on Membrane Protein Structure,enumeration_text
71,12,New York Structural Genomics Research Consortium,NYSGRC
71,13,New York Structural GenomiX Research Consortium,enumeration_text
71,14,Northeast Structural Genomics Consortium,NESGC
71,15,Ontario Centre for Structural Proteomics,enumeration_text
71,16,Scottish Structural Proteomics Facility,enumeration_text
71,17,Southeast Collaboratory for Structural Genomics,SECSG
71,18,Structural Genomics of Pathogenic Protozoa Consortium,SGPPC
71,19,TB Structural Genomics Consortium,TBSGC
71,20,Protein Structure Factory,PSF
71,21,Yeast Structural Genomics,YSG
71,22,North West Structural Genomics Centre,NWSGC
72,1,BSGC,enumeration_text
72,2,CESG,enumeration_text
72,3,JCSG,enumeration_text
72,4,MCSG,enumeration_text
72,5,NYSGRC,enumeration_text
72,6,NESGC,enumeration_text
72,7,SECSG,enumeration_text
72,8,SGPPC,enumeration_text
72,9,TBSGC,enumeration_text
72,10,PSF,enumeration_text
72,11,YSG,enumeration_text
72,12,NWSGC,enumeration_text
72,13,ASG,enumeration_text
70,1,Not applicable,enumeration_text
70,2,Protein Structure Initiative,enumeration_text
336,1,yes,enumeration_text
336,2,no,enumeration_text
337,1,distance term,enumeration_text
337,2,torsion angle term,enumeration_text
337,3,1J coupling term,enumeration_text
337,4,3J coupling term,enumeration_text
337,5,13C shift term,enumeration_text
337,6,1H shift term,enumeration_text
337,7,dipolar couplings term,enumeration_text
337,8,2H isotope shift term,enumeration_text
337,9,T1 term,enumeration_text
337,10,T2 term,enumeration_text
337,11,CSA term,enumeration_text
337,12,Pseudocontact shift term,enumeration_text
337,13,covalent geometry bond term,enumeration_text
337,14,covalent geometry angles term,enumeration_text
337,15,covalent geometry impropers term,enumeration_text
337,16,non-bonded van der Waals interaction term,enumeration_text
337,17,non-bonded radius of gyration interaction term,enumeration_text
192,1,isotropic,enumeration_text
192,2,anisotropic,enumeration_text
192,3,solid,enumeration_text
338,1,kcal/mol*A2,"bonds; distance; radius of gyration; planarity"
338,2,kcal/mol*rad2,"angle or dihedral angle"
338,3,kcal/mol*A4,van der Waals
338,4,kcal/mol*Hz2,dipolar coupling; scalar couplings; T1/T2; CSA
338,5,kcal/mol*ppm2,Chemical shifts; pseudocontact shifts
345,1,NOE,"Distance constraints determined from NOE experiments"
345,2,NOE build-up,"Distance constraints determined from a series of NOE experiments with different mixing times"
345,3,NOE not seen,"Distance constraints supplied when an expected NOE was not observed"
345,4,ROE,"Distance constraints determined from ROE experiments"
345,5,ROE build-up,"Distance constraints determine from a series of ROE experiments with different mixing times"
345,6,hydrogen bond,"Hydrogen bond distance constraints"
345,7,disulfide bond,"Disulfide bond distance constraints"
345,8,paramagnetic relaxation,"Distance constraints determined from paramagnetic relaxation studies"
345,9,symmetry,"Distance constraint enforces symmetry - for example to enforce symmetry between monomers in a multimer"
345,10,general distance,"Specific distance constraint is not known"
346,1,?,enumeration_text
347,1,isotropic,enumeration_text
347,2,anisotropic,enumeration_text
347,3,solid,enumeration_text
348,1,averaging method,enumeration_text
348,2,number monomers,enumeration_text
348,3,pseudoatom corrections,enumeration_text
348,4,potential function,enumeration_text
348,5,temperature,enumeration_text
348,6,exponent,enumeration_text
348,7,switch distance,enumeration_text
348,8,asymptote slope,enumeration_text
348,9,B_high,enumeration_text
348,10,ceiling,enumeration_text
348,11,negative offset,enumeration_text
348,12,scaling constant,enumeration_text
349,1,OR,enumeration_text
349,2,AND,enumeration_text
362,1,?,enumeration_text
363,1,isotropic,enumeration_text
363,2,anisotropic,enumeration_text
363,3,solid,enumeration_text
254,1,?,enumeration_text
255,1,isotropic,enumeration_text
255,2,anisotropic,enumeration_text
255,3,solid,enumeration_text
253,1,peak height,enumeration_text
253,2,peak integral,enumeration_text
253,3,contour count,enumeration_text
253,4,relative intensities,enumeration_text
258,1,?,enumeration_text
259,1,isotropic,enumeration_text
259,2,anisotropic,enumeration_text
259,3,solid,enumeration_text
256,1,Iz,"zero quantum$ longitudinal"
256,2,Sz,"zero quantum$ longitudinal"
257,1,s,enumeration_text
257,2,s-1,enumeration_text
257,3,ms,enumeration_text
257,4,ms-1,enumeration_text
265,1,?,enumeration_text
266,1,isotropic,enumeration_text
266,2,anisotropic,enumeration_text
266,3,solid,enumeration_text
264,1,s-1,enumeration_text
264,2,ms-1,enumeration_text
264,3,us-1,enumeration_text
262,1,I(+$-),"single quantum"
262,2,S(+$-),"single quantum"
263,1,s-1,enumeration_text
263,2,ms-1,enumeration_text
263,3,s,enumeration_text
263,4,ms,enumeration_text
260,1,methanol,enumeration_text
261,1,single scan interleaving,enumeration_text
261,2,temperature compensation block,enumeration_text
272,1,?,enumeration_text
273,1,isotropic,enumeration_text
273,2,anisotropic,enumeration_text
273,3,solid,enumeration_text
271,1,s-1,enumeration_text
271,2,ms-1,enumeration_text
271,3,us-1,enumeration_text
269,1,I(+$-),"single quantum"
269,2,S(+$-),"single quantum"
270,1,s-1,enumeration_text
270,2,ms-1,enumeration_text
270,3,s,enumeration_text
270,4,ms,enumeration_text
267,1,methanol,enumeration_text
268,1,single scan interleaving,enumeration_text
268,2,temperature compensation block,enumeration_text
280,1,?,enumeration_text
281,1,isotropic,enumeration_text
281,2,anisotropic,enumeration_text
281,3,solid,enumeration_text
279,1,s-1,enumeration_text
279,2,ms-1,enumeration_text
279,3,us-1,enumeration_text
277,1,Iz,"R1    longitudinal"
277,2,Sz,"R1    longitudinal"
277,3,I+,"R1rho or R2      transverse"
277,4,I-,"R1rho or R2      transverse"
277,5,S+,"R1rho or R2      transverse"
277,6,S-,"R1rho or R2      transverse"
277,7,(I+)+(I-),"R1rho or R2      transverse"
277,8,(S+)+(S-),"R1rho or R2      transverse"
277,9,I-S+,"ZQ relaxation"
277,10,I+S-,"ZQ relaxation"
277,11,(I+S-)+(I-S+),"ZQ relaxation"
277,12,IzSz,"longitudinal spin order"
277,13,I+Sz,"single quantum antiphase"
277,14,I-Sz,"single quantum antiphase"
277,15,IzS+,"single quantum antiphase"
277,16,IzS-,"single quantum antiphase"
277,17,((I+)+(I-))Sz,"single quantum antiphase"
277,18,Iz((S+)+(S-)),"single quantum antiphase"
277,19,I+S+,"DQ relaxation"
277,20,I-S-,"DQ relaxation"
277,21,(I+S+)+(I-S-),"DQ relaxation"
278,1,s-1,enumeration_text
278,2,ms-1,enumeration_text
278,3,us-1,enumeration_text
278,4,ns-1,enumeration_text
278,5,ps-1,enumeration_text
274,1,methanol,enumeration_text
274,2,monoethylene glycol,enumeration_text
274,3,no calibration applied,enumeration_text
275,1,?,enumeration_text
276,1,single scan interleaving,enumeration_text
276,2,temperature compensation block,enumeration_text
276,3,single scan interleaving and temperature compensation block,enumeration_text
276,4,no temperature control applied,enumeration_text
252,1,peak volume,enumeration_text
252,2,peak height,enumeration_text
252,3,contour count,enumeration_text
250,1,?,enumeration_text
251,1,isotropic,enumeration_text
251,2,anisotropic,enumeration_text
251,3,solid,enumeration_text
248,1,?,enumeration_text
249,1,isotropic,enumeration_text
249,2,anisotropic,enumeration_text
249,3,solid,enumeration_text
247,1,s,"half-time"
247,2,s-1,"rate"
247,3,min,"half-time"
247,4,min-1,"rate"
247,5,hr,"half-time"
247,6,hr-1,"rate"
225,1,?,enumeration_text
226,1,isotropic,enumeration_text
226,2,anisotropic,enumeration_text
226,3,solid,enumeration_text
358,1,?,enumeration_text
359,1,isotropic,enumeration_text
359,2,anisotropic,enumeration_text
359,3,solid,enumeration_text
172,1,CID,"collision induced"
172,2,ETD,"electron-transfer dissociation"
172,3,IRMPD,"infrared multi-photon dissociation"
176,1,CID,enumeration_text
176,2,IRMPD,enumeration_text
169,1,?,enumeration_text
170,1,?,enumeration_text
171,1,Q-TOF,enumeration_text
171,2,ion TRAP,enumeration_text
171,3,FTMS,enumeration_text
171,4,Quadrupole,enumeration_text
175,1,Q-TOF,enumeration_text
175,2,ion TRAP,enumeration_text
175,3,FTMS,enumeration_text
175,4,Quadrupole,enumeration_text
173,1,?,enumeration_text
174,1,?,enumeration_text
175,1,?,enumeration_text
227,1,?,enumeration_text
228,1,isotropic,enumeration_text
228,2,anisotropic,enumeration_text
228,3,solid,enumeration_text
198,1,NMR experiment directory,enumeration_text
198,2,Time-domain (raw spectral data),enumeration_text
198,3,Pulse sequence image file,enumeration_text
198,4,Pulse sequence,enumeration_text
198,5,Pulse field gradient,enumeration_text
198,6,Peak list,enumeration_text
198,7,Spectral image,enumeration_text
196,1,?,enumeration_text
197,1,CCPN convention,enumeration_text
189,1,transmission line,enumeration_text
189,2,home built,enumeration_text
189,3,triple resonance,enumeration_text
189,4,double resonance,enumeration_text
189,5,inverse coil,enumeration_text
189,6,solenoid coil,enumeration_text
189,7,saddle coil,enumeration_text
189,8,room temperature,enumeration_text
189,9,cryogenically cooled,enumeration_text
195,1,cylindrical microcell,enumeration_text
195,2,Shegami,enumeration_text
195,3,spherical microcell,enumeration_text
195,4,standard cylindrical,enumeration_text
193,1,NOE,enumeration_text
193,2,COSY,enumeration_text
190,1,2D 1H-15N HSQC,enumeration_text
190,2,2D 1H-13C HSQC,enumeration_text
190,3,2D 1H-13C HSQC aliphatic,enumeration_text
190,4,2D 1H-13C HSQC aromatic,enumeration_text
190,5,2D 1H-1H TOCSY,enumeration_text
190,6,2D DQF-COSY,enumeration_text
190,7,2D 1H-1H COSY,enumeration_text
190,8,2D 1H-1H NOESY,enumeration_text
190,9,3D CBCA(CO)NH,enumeration_text
190,10,3D C(CO)NH,enumeration_text
190,11,3D HNCO,enumeration_text
190,12,3D HNCA,enumeration_text
190,13,3D HNCACB,enumeration_text
190,14,3D HBHA(CO)NH,enumeration_text
190,15,3D HN(CO)CA,enumeration_text
190,16,3D H(CCO)NH,enumeration_text
190,17,3D HCCH-TOCSY,enumeration_text
190,18,3D HNHA,enumeration_text
190,19,3D 1H-15N NOESY,enumeration_text
190,20,3D 1H-15N TOCSY,enumeration_text
190,21,3D 1H-13C NOESY,enumeration_text
190,22,3D HNHB,enumeration_text
190,23,3D HCCH-COSY,enumeration_text
190,24,3D HCACO,enumeration_text
190,25,3D HN(COCA)CB,enumeration_text
191,1,no,enumeration_text
191,2,yes,enumeration_text
244,1,?,enumeration_text
245,1,anisotropic,enumeration_text
245,2,isotropic,enumeration_text
246,1,?,enumeration_text
318,1,not observed,enumeration_text
318,2,not well defined,enumeration_text
318,3,low restraint density,enumeration_text
318,4,well defined,enumeration_text
318,5,high restraint density,enumeration_text
319,1,experimental ensemble member,enumeration_text
319,2,representative lowest energy,enumeration_text
319,3,representative closest to the mean,enumeration_text
319,4,representative average minimized,enumeration_text
319,5,representative lowest overall target function,enumeration_text
194,1,uL,enumeration_text
194,2,mL,enumeration_text
183,1,400,enumeration_text
183,2,500,enumeration_text
183,3,600,enumeration_text
183,4,700,enumeration_text
183,5,750,enumeration_text
183,6,800,enumeration_text
183,7,850,enumeration_text
183,8,900,enumeration_text
183,9,920,enumeration_text
183,10,950,enumeration_text
183,11,1000,enumeration_text
181,1,Bruker,enumeration_text
181,2,GE,enumeration_text
181,3,JEOL,enumeration_text
181,4,Varian,enumeration_text
182,1,AM,from Bruker
182,2,AMX,from Bruker
182,3,ARX,from Bruker
182,4,Avance,from Bruker
182,5,CMX,"from Bruker"
182,6,DMX,from Bruker
182,7,DPX,from Bruker
182,8,DRX,from Bruker
182,9,MSL,from Bruker
182,10,ECA,from JEOL
182,11,ECP,from JEOL
182,12,Uniform NMR System,from Varian
182,13,INOVA,from Varian
182,14,Unity,from Varian
182,15,UnityPlus,from Varian
182,16,VXRS,from Varian
182,17,Gemini,from General Electric
182,18,GSX,from General Electric
182,19,GX,from General Electric
182,20,OMEGA,from General Electric
182,21,OMEGA PSG,from General Electric
186,1,400,enumeration_text
186,2,500,enumeration_text
186,3,600,enumeration_text
186,4,700,enumeration_text
186,5,750,enumeration_text
186,6,800,enumeration_text
186,7,850,enumeration_text
186,8,900,enumeration_text
186,9,920,enumeration_text
186,10,950,enumeration_text
186,11,1000,enumeration_text
184,1,Bruker,enumeration_text
184,2,GE,enumeration_text
184,3,JEOL,enumeration_text
184,4,Varian,enumeration_text
185,1,AM,from Bruker
185,2,AMX,from Bruker
185,3,ARX,"from Bruker"
185,4,Avance,from Bruker
185,5,DMX,from Bruker
185,6,DPX,from Bruker
185,7,DRX,from Bruker
185,8,MSL,from Bruker
185,9,ECA,from JEOL
185,10,ECP,from JEOL
185,11,Uniform NMR System,From Varian
185,12,INOVA,from Varian
185,13,Unity,from Varian
185,14,UnityPlus,from Varian
185,15,VXRS,from Varian
185,16,Gemini,from General Electric
185,17,GSX,from General Electric
185,18,GX,from General Electric
185,19,OMEGA,from General Electric
185,20,OMEGA PSG,from General Electric
187,1,Bruker,enumeration_text
187,2,DOTY,enumeration_text
187,3,GE,enumeration_text
187,4,JEOL,enumeration_text
187,5,Varian,enumeration_text
188,1,no,enumeration_text
188,2,yes,enumeration_text
293,1,?,enumeration_text
294,1,isotropic,enumeration_text
294,2,anisotropic,enumeration_text
294,3,solid,enumeration_text
291,1,s,enumeration_text
291,2,ms,enumeration_text
291,3,us,enumeration_text
291,4,ns,enumeration_text
291,5,ps,enumeration_text
292,1,s,enumeration_text
292,2,ms,enumeration_text
292,3,us,enumeration_text
292,4,ns,enumeration_text
292,5,ps,enumeration_text
364,1,?,enumeration_text
365,1,isotropic,enumeration_text
365,2,anisotropic,enumeration_text
365,3,solid,enumeration_text
242,1,?,enumeration_text
243,1,isotropic,enumeration_text
243,2,anisotropic,enumeration_text
243,3,solid,enumeration_text
222,1,d,doublet
222,2,dd,"doublet of doublets"
222,3,ddd,"doublet of doublets of doublets"
222,4,dm,"doublet of multiplets"
222,5,dt,"doublet of triplets"
222,6,hxt,hextet
222,7,hpt,heptet
222,8,m,multiplet
222,9,q,quartet
222,10,qd,"quartet of doublets"
222,11,qn,quintet
222,12,s,singlet
222,13,sxt,sextet
222,14,t,triplet
222,15,td,"triplet of doublets"
101,1,no,enumeration_text
101,2,yes,enumeration_text
221,1,height,enumeration_text
221,2,volume,enumeration_text
221,3,number of contours,enumeration_text
296,1,?,enumeration_text
297,1,isotropic,enumeration_text
297,2,anisotropic,enumeration_text
297,3,solid,enumeration_text
295,1,chemical shift,enumeration_text
295,2,coupling constant,enumeration_text
295,3,peak height,enumeration_text
295,4,peak volume,enumeration_text
298,1,chemical shift,enumeration_text
298,2,coupling constant,enumeration_text
298,3,peak height,enumeration_text
298,4,peak volume,enumeration_text
356,1,?,enumeration_text
357,1,isotropic,enumeration_text
357,2,anisotropic,enumeration_text
357,3,solid,enumeration_text
236,1,?,enumeration_text
237,1,isotropic,enumeration_text
237,2,anisotropic,enumeration_text
237,3,solid,enumeration_text
76,1,BMRB,"BioMagResBank"
76,2,PDB,"Protein Databank"
76,3,NDB,"Nucleic Acid Database"
76,4,TargetDB,"Target registration database"
76,5,EMDB,"Electron Microscopy Volume Data Bank"
76,6,BMCD,"Biological Macromolecule Crystallization Database"
75,1,original,"First release of the data to the public."
75,2,update,enumeration_text
322,1,distance geometry,enumeration_text
322,2,simulated annealing,enumeration_text
322,3,molecular dynamics,enumeration_text
322,4,matrix relaxation,enumeration_text
322,5,torsion angle dynamics,enumeration_text
321,1,experimental,enumeration_text
321,2,derived experimentally,enumeration_text
321,3,theoretical,enumeration_text
159,1,90% H2O/10% D2O,enumeration_text
159,2,93% H2O/7% D2O,enumeration_text
159,3,95% H2O/5% D2O,enumeration_text
159,4,50% H2O/50% D2O,enumeration_text
159,5,100% D2O,enumeration_text
159,6,acetone,enumeration_text
159,7,chloroform,enumeration_text
159,8,DMSO,enumeration_text
159,9,ethanol/water,enumeration_text
159,10,methanol,enumeration_text
159,11,trifluoroacetic acid,enumeration_text
159,12,trifluoroethanol/water,enumeration_text
158,1,solution,enumeration_text
158,2,solid,enumeration_text
158,3,bicelle,enumeration_text
158,4,emulsion,enumeration_text
158,5,fiber,"solid-state fiber sample"
158,6,filamentous virus,enumeration_text
158,7,gel solution,"gel samples used for solution NMR"
158,8,gel solid,"gel samples used for solid-state NMR"
158,9,liposome,enumeration_text
158,10,membrane,enumeration_text
158,11,micelle,enumeration_text
158,12,lyophilized powder,enumeration_text
158,13,oriented membrane film,enumeration_text
158,14,fibrous protein,enumeration_text
158,15,polycrystalline powder,enumeration_text
158,16,reverse micelle,enumeration_text
158,17,single crystal,enumeration_text
162,1,M,Molar
162,2,mM,millimolar
162,3,uM,micromolar
162,4,nM,nanomolar
162,5,%,percent
162,6,v/v,"volume to volume"
162,7,w/v,"weight to volume"
162,8,mg,"milligram"
162,9,ug,"microgram"
161,1,natural abundance,enumeration_text
161,2,[U-100% 15N],enumeration_text
161,3,[U-99% 15N],"Uniformly labeled with 15N at a level of 99 percent"
161,4,[U-98% 15N],enumeration_text
161,5,[U-95% 15N],enumeration_text
161,6,[U-90% 15N],enumeration_text
161,7,[U-15N],"Uniformly labeled with 15N at an unknown percentage"
161,8,[U-100% 13C],enumeration_text
161,9,[U-95% 13C],enumeration_text
161,10,[U-10% 13C],"Uniformly labeled with 13C at a level of 10 percent"
161,11,[U-13C],"Uniformly labeled with 13C at an unknown percentage"
161,12,[U-100% 13C; U-100% 15N],enumeration_text
161,13,[U-99% 13C; U-99% 15N],"Uniformly labeled with 13C at 99 percent and 15N at 99 percent"
161,14,[U-98% 13C; U-98% 15N],enumeration_text
161,15,[U-95% 13C; U-95% 15N],enumeration_text
161,16,[U-95% 13C; U-90% 15N],enumeration_text
161,17,[U-10% 13C; U-100% 15N],enumeration_text
161,18,[U-10% 13C; U-99% 15N],enumeration_text
161,19,[U-13C; U-15N],"Uniformly labeled with 13C and 15N at unknown percentages"
161,20,[U-100% 13C; U-100% 15N; U-80% 2H],enumeration_text
161,21,[U-13C; U-15N; U-2H],"Uniformly labeled with 13C$ 15N$ and 2H at unknown percentages"
161,22,[U-100% 2H],enumeration_text
161,23,[U-99% 2H],enumeration_text
161,24,[U-2H],enumeration_text
161,25,[U-13C; U-15N]-Ade,"All adenine nucleotides labeled fully with both 13C and 15N"
161,26,[U-13C; U-15N]-Cyt,"All cytosine nucleotides labeled fully with both 13C and 15N"
161,27,[U-13C; U-15N]-Gua,"All guanine nucleotides labeled fully with both 13C and 15N"
161,28,[U-13C; U-15N]-Ura,"All uracil nucleotides labeled fully with both 13C and 15N"
161,29,[U-15N]-Leu,"Uniformly labeled 15N Leu residues"
161,30,[95% 13CA]-Trp,"All Trp residues labeled 95 percent with 13C in the CA position"
160,1,D2O,enumeration_text
160,2,DSS,enumeration_text
160,3,DTT,enumeration_text
160,4,H2O,enumeration_text
160,5,PMSF,enumeration_text
