dictionarySeq,originalCategory,aditCatManFlg,aditCatViewType,aditSuperCatID,aditSuperCatName,aditCatGrpID,aditCatViewName,aditInitialRows,originalTag,aditExists,aditViewFlgs,enumeratedFlg,itemEnumClosedFlg,aditItemViewName,aditFormCode,dbType,bmrbType,dbNullable,internalFlg,rowIndexFlg,lclIDFlg,lclSfIdFlg,sfIdFlg,sfNameFlg,sfCategoryFlg,sfPointerFlg,primaryKey,foreignKeyGroup,foreignTable,foreignColumn,indexFlg,dbTableName,dbColumnName,tagCategory,tagField,loopFlg,seq,dbFlg,validateFlgs,valOverideFlgs,defaultValue,bmrbPdbMatchId,bmrbPdbTransFunc,variableTypeMatch,entryIdFlg,OutputMapExistsFlg,aditAutoInsert,datumCountFlgs,metaDataFlgs,tagDeleteFlgs,RefKeyGroup,RefTable,RefColumn,example,prompt
2370,entry_information,Y,T6,1,entry_information,20,Entry source organization,2,_Entry_src.ID,Y,HB,N,,ID,0,INTEGER,int,NOT NULL,,Y,Y,?,N,N,N,N,Y,,,,,,,Entry_src,ID,Y,10,Y,OO,OO,?,?,?,,N,,0,?,Y,N,,,,?,n/a
2380,entry_information,Y,T6,1,entry_information,20,Entry source organization,2,_Entry_src.Project_name,Y,HB,N,,Project name,1,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,,,Entry_src,Project_name,Y,20,Y,OO,OO,?,?,?,,N,,0,?,Y,N,,,,?,n/a
2390,entry_information,Y,T6,1,entry_information,20,Entry source organization,2,_Entry_src.Organization_full_name,Y,NB,Y,N,Organization full name,1,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,,,Entry_src,Organization_full_name,Y,30,Y,OO,OO,?,?,?,,N,,0,?,Y,N,,,,?,Organization or group that is the entry source
2400,entry_information,Y,T6,1,entry_information,20,Entry source organization,2,_Entry_src.Organization_initials,Y,HB,N,,Organization initials,1,VARCHAR(127),line,,,N,Y,?,N,N,N,N,,,,,,,,Entry_src,Organization_initials,Y,40,Y,OO,OO,?,?,?,,N,,0,?,Y,N,,,,?,Entry source organization
2410,entry_information,Y,T6,1,entry_information,20,Entry source organization,2,_Entry_src.Sf_ID,Y,HB,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Entry,Sf_ID,,,,Entry_src,Sf_ID,Y,50,Y,II,II,?,?,?,,N,,4,?,Y,N,,,,?,n/a
2420,entry_information,Y,T6,1,entry_information,20,Entry source organization,2,_Entry_src.Entry_ID,Y,HB,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Entry,ID,,,,Entry_src,Entry_ID,Y,60,Y,OO,OO,?,?,?,,Y,,3,?,Y,N,,,,?,n/a
2430,entry_information,Y,T6,1,entry_information,20,Structure keywords,5,_Struct_keywords.Keywords,Y,HM,N,,Keywords,1,VARCHAR(127),line,NOT NULL,,N,Y,?,N,N,N,N,Y,,,,,,,Struct_keywords,Keywords,Y,10,Y,OO,OO,?,10616;10614,1;1,,N,,0,?,Y,N,,,,?,Keyword(s) describing the structure
2440,entry_information,Y,T6,1,entry_information,20,Structure keywords,5,_Struct_keywords.Text,Y,HM,N,,Text,2,TEXT,text,,,N,?,?,N,N,N,N,,,,,,,,Struct_keywords,Text,Y,20,Y,OO,OO,?,10616,0,,N,,0,?,Y,N,,,,?,?
2450,entry_information,Y,T6,1,entry_information,20,Structure keywords,5,_Struct_keywords.Sf_ID,Y,HM,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Entry,Sf_ID,,,,Struct_keywords,Sf_ID,Y,30,Y,IO,OO,?,?,?,,N,,4,?,Y,N,,,,?,n/a
2460,entry_information,Y,T6,1,entry_information,20,Structure keywords,5,_Struct_keywords.Entry_ID,Y,HM,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Entry,ID,,,,Struct_keywords,Entry_ID,Y,40,Y,OO,OO,?,10617,1,,Y,,3,?,Y,N,,,,?,n/a
2470,entry_information,Y,T6,1,entry_information,20,Data set,,_Data_set.Type,Y,HB,Y,Y,Type,0,VARCHAR(127),line,NOT NULL,,N,Y,?,N,N,N,N,Y,,,,,,,Data_set,Type,Y,10,Y,VVR,VV,?,?,?,,N,,0,?,Y,N,,,,?,Type
2480,entry_information,Y,T6,1,entry_information,20,Data set,,_Data_set.Count,Y,HB,N,,Count,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,,,,,,Data_set,Count,Y,20,Y,VV,VV,?,?,?,,N,,0,?,Y,N,,,,?,Type count
2490,entry_information,Y,T6,1,entry_information,20,Data set,,_Data_set.Sf_ID,Y,HB,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Entry,Sf_ID,,,,Data_set,Sf_ID,Y,30,Y,II,II,?,?,?,,N,,4,?,Y,N,,,,?,n/a
2500,entry_information,Y,T6,1,entry_information,20,Data set,,_Data_set.Entry_ID,Y,HB,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Entry,ID,,,,Data_set,Entry_ID,Y,40,Y,VV,VV,?,?,?,,Y,,3,?,Y,N,,,,?,n/a
2510,entry_information,Y,T6,1,entry_information,20,Datum,,_Datum.Type,Y,HB,Y,Y,Type,0,VARCHAR(127),line,NOT NULL,,N,Y,?,N,N,N,N,Y,,,,,,,Datum,Type,Y,10,Y,VV,VV,?,?,?,,N,,0,?,Y,N,,,,?,Data type
2520,entry_information,Y,T6,1,entry_information,20,Datum,,_Datum.Count,Y,HB,N,,Count,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,,,,,,Datum,Count,Y,20,Y,VV,VV,?,?,?,,N,,0,?,Y,N,,,,?,Count
2530,entry_information,Y,T6,1,entry_information,20,Datum,,_Datum.Sf_ID,Y,HB,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Entry,Sf_ID,,,,Datum,Sf_ID,Y,30,Y,II,II,?,?,?,,N,,4,?,Y,N,,,,?,n/a
2540,entry_information,Y,T6,1,entry_information,20,Datum,,_Datum.Entry_ID,Y,HB,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Entry,ID,,,,Datum,Entry_ID,Y,40,Y,VV,VV,?,?,?,,Y,,3,?,Y,N,,,,?,n/a
2550,entry_information,Y,T6,1,entry_information,20,Release,,_Release.Release_number,Y,HB,N,,Release number,0,INTEGER,int,NOT NULL,,N,Y,?,N,N,N,N,Y,,,,,,,Release,Release_number,Y,10,Y,VMR,VV,?,?,?,,N,,0,?,Y,N,,,,?,Release ID
2560,entry_information,Y,T6,1,entry_information,20,Release,,_Release.Format_type,Y,HB,Y,Y,Format type,0,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,,,Release,Format_type,Y,20,Y,OO,OO,?,?,?,,N,,0,?,Y,N,,,,?,n/a
2570,entry_information,Y,T6,1,entry_information,20,Release,,_Release.Format_version,Y,HB,N,,Format version,0,VARCHAR(31),line,,,N,?,?,N,N,N,N,,,,,,,,Release,Format_version,Y,30,Y,OO,OO,?,?,?,,N,,0,?,Y,N,,,,?,n/a
2580,entry_information,Y,T6,1,entry_information,20,Release,,_Release.Date,Y,HB,N,,Date,0,DATETIME year to day,yyyy-mm-dd,NOT NULL,,N,?,?,N,N,N,N,,,,,,,,Release,Date,Y,40,Y,VM,VV,?,?,?,,N,,0,?,Y,N,,,,?,Release date
2590,entry_information,Y,T6,1,entry_information,20,Release,,_Release.Submission_date,Y,HB,N,,Submission date,0,DATETIME year to day,yyyy-mm-dd,,,N,?,?,N,N,N,N,,,,,,,,Release,Submission_date,Y,50,Y,VM,VV,?,?,?,,N,,0,?,Y,N,,,,?,Update submission date
2600,entry_information,Y,T6,1,entry_information,20,Release,,_Release.Type,Y,HB,Y,N,Type,0,VARCHAR(31),line,NOT NULL,,N,?,?,N,N,N,N,,,,,,,,Release,Type,Y,60,Y,VM,VV,?,?,?,,N,,0,?,Y,N,,,,?,Release type
2610,entry_information,Y,T6,1,entry_information,20,Release,,_Release.Author,Y,HB,N,,Author,0,VARCHAR(31),line,NOT NULL,,N,?,?,N,N,N,N,,,,,,,,Release,Author,Y,70,Y,VM,VV,?,?,?,,N,,0,?,Y,N,,,,?,Author of the update
2620,entry_information,Y,T6,1,entry_information,20,Release,,_Release.Detail,Y,HB,N,,Detail,0,TEXT,text,,,N,?,?,N,N,N,N,,,,,,,,Release,Detail,Y,80,Y,OO,VV,?,?,?,,N,,0,?,Y,N,,,,?,Detail
2630,entry_information,Y,T6,1,entry_information,20,Release,,_Release.Sf_ID,Y,HB,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Entry,Sf_ID,,,,Release,Sf_ID,Y,90,Y,II,II,?,?,?,,N,,4,?,Y,N,,,,?,n/a
2640,entry_information,Y,T6,1,entry_information,20,Release,,_Release.Entry_ID,Y,HB,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Entry,ID,,,,Release,Entry_ID,Y,100,Y,VM,VV,?,?,?,,Y,,3,?,Y,N,,,,?,n/a
2650,entry_information,Y,T6,1,entry_information,20,Related database entries,2,_Related_entries.Database_name,Y,NB,Y,Y,Database name,1,VARCHAR(31),line,NOT NULL,,N,Y,?,N,N,N,N,Y,,,,,,,Related_entries,Database_name,Y,10,Y,OO,OO,?,11034,1,,N,,0,?,Y,N,,,,?,Related database name
2660,entry_information,Y,T6,1,entry_information,20,Related database entries,2,_Related_entries.Database_accession_code,Y,NB,N,,Database accession code,1,VARCHAR(31),code,NOT NULL,,N,Y,?,N,N,N,N,Y,,,,,,,Related_entries,Database_accession_code,Y,20,Y,OO,OO,?,11033,1,,N,,0,?,Y,N,,,,?,Database accession code
2670,entry_information,Y,T6,1,entry_information,20,Related database entries,2,_Related_entries.Relationship,Y,NB,N,,Relationship,1,VARCHAR(255),text,,,N,?,?,N,N,N,N,,,,,,,,Related_entries,Relationship,Y,30,Y,OO,OO,?,11035,1,,N,,0,?,Y,N,,,,?,Related entry description
2680,entry_information,Y,T6,1,entry_information,20,Related database entries,2,_Related_entries.Sf_ID,Y,HB,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Entry,Sf_ID,,,,Related_entries,Sf_ID,Y,40,Y,II,II,?,?,?,,N,,4,?,Y,N,,,,?,n/a
2690,entry_information,Y,T6,1,entry_information,20,Related database entries,2,_Related_entries.Entry_ID,Y,HB,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Entry,ID,,,,Related_entries,Entry_ID,Y,50,Y,OO,VV,?,?,?,,Y,,3,?,Y,N,,,,?,n/a
2700,entry_information,Y,T6,1,entry_information,20,Matched database entries,,_Matched_entries.Database_name,Y,HM,Y,N,Database name,0,VARCHAR(127),line,NOT NULL,,N,Y,?,N,N,N,N,Y,,,,,,,Matched_entries,Database_name,Y,10,Y,OO,OO,?,11530,1,,N,,0,?,Y,N,,,,?,n/a
2710,entry_information,Y,T6,1,entry_information,20,Matched database entries,,_Matched_entries.Database_accession_code,Y,HM,N,,Database accession code,0,VARCHAR(31),code,NOT NULL,,N,Y,?,N,N,N,N,Y,,,,,,,Matched_entries,Database_accession_code,Y,20,Y,OO,OO,?,11540,1,,N,,0,?,Y,N,,,,?,n/a
2720,entry_information,Y,T6,1,entry_information,20,Matched database entries,,_Matched_entries.Sf_ID,Y,HM,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Entry,Sf_ID,,,,Matched_entries,Sf_ID,Y,30,Y,II,II,?,?,?,,N,,0,?,Y,N,,,,?,n/a
2730,entry_information,Y,T6,1,entry_information,20,Matched database entries,,_Matched_entries.Entry_ID,Y,HM,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Entry,ID,,,,Matched_entries,Entry_ID,Y,40,Y,OO,VV,?,?,?,,Y,,0,?,Y,N,,,,?,n/a
2740,entry_information,Y,T6,1,entry_information,20,Auxiliary files,,_Auxiliary_files.ID,Y,HM,N,,ID,0,INTEGER,int,NOT NULL,,N,Y,?,N,N,N,N,Y,,,,,,,Auxiliary_files,ID,Y,10,Y,OO,OO,?,?,?,,N,,0,?,Y,N,,,,?,n/a
2750,entry_information,Y,T6,1,entry_information,20,Auxiliary files,,_Auxiliary_files.Name,Y,HM,N,,Name,0,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,,,Auxiliary_files,Name,Y,20,Y,OO,OO,?,?,?,,N,,0,?,Y,N,,,,?,n/a
2760,entry_information,Y,T6,1,entry_information,20,Auxiliary files,,_Auxiliary_files.Format,Y,HM,N,,Format,0,VARCHAR(127),line,NOT NULL,,N,?,?,N,N,N,N,,,,,,,,Auxiliary_files,Format,Y,30,Y,OO,OO,?,?,?,,N,,0,?,Y,N,,,,?,n/a
2770,entry_information,Y,T6,1,entry_information,20,Auxiliary files,,_Auxiliary_files.URI,Y,HM,N,,URI,0,VARCHAR(255),line,NOT NULL,,N,?,?,N,N,N,N,,,,,,,,Auxiliary_files,URI,Y,40,Y,OO,OO,?,?,?,,N,,0,?,Y,N,,,,?,n/a
2780,entry_information,Y,T6,1,entry_information,20,Auxiliary files,,_Auxiliary_files.DOI,Y,HM,N,,DOI,0,VARCHAR(255),line,,,N,?,?,N,N,N,N,,,,,,,,Auxiliary_files,DOI,Y,50,Y,OO,OO,?,?,?,,N,,0,?,Y,N,,,,?,n/a
2790,entry_information,Y,T6,1,entry_information,20,Auxiliary files,,_Auxiliary_files.Path,Y,HM,N,,Path,0,VARCHAR(255),line,,,N,?,?,N,N,N,N,,,,,,,,Auxiliary_files,Path,Y,60,Y,OO,OO,?,?,?,,N,,0,?,Y,Y,,,,?,n/a
2800,entry_information,Y,T6,1,entry_information,20,Auxiliary files,,_Auxiliary_files.Details,Y,HM,N,,Details,0,TEXT,text,,,N,?,?,N,N,N,N,,,,,,,,Auxiliary_files,Details,Y,70,Y,OO,OO,?,?,?,,N,,0,?,Y,N,,,,?,n/a
2810,entry_information,Y,T6,1,entry_information,20,Auxiliary files,,_Auxiliary_files.Sf_ID,Y,HM,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Entry,Sf_ID,,,,Auxiliary_files,Sf_ID,Y,80,Y,II,II,?,?,?,,N,,0,?,Y,N,,,,?,n/a
2820,entry_information,Y,T6,1,entry_information,20,Auxiliary files,,_Auxiliary_files.Entry_ID,Y,HM,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Entry,ID,,,,Auxiliary_files,Entry_ID,Y,90,Y,OO,VV,?,?,?,,Y,,0,?,Y,N,,,,?,n/a
2830,entry_information,Y,T6,1,entry_information,20,Audit,,_Audit.Revision_ID,N,HM,N,,Revision ID,0,INTEGER,int,NOT NULL,Y,N,Y,?,N,N,N,N,Y,,,,,,,Audit,Revision_ID,Y,10,Y,OO,OO,?,1030,1,,N,,0,?,Y,N,,,,?,n/a
2840,entry_information,Y,T6,1,entry_information,20,Audit,,_Audit.Creation_date,N,HM,N,,Creation date,0,DATETIME year to day,yyyy-mm-dd,NOT NULL,Y,N,?,?,N,N,N,N,,,,,,,,Audit,Creation_date,Y,20,Y,OO,OO,?,1028,1,,N,,0,?,Y,N,,,,?,n/a
2850,entry_information,Y,T6,1,entry_information,20,Audit,,_Audit.Update_record,N,HM,Y,Y,Update record,0,VARCHAR(127),line,NOT NULL,Y,N,?,?,N,N,N,N,,,,,,,,Audit,Update_record,Y,30,Y,OO,OO,?,11520,1,,N,,0,?,Y,N,,,,?,n/a
2860,entry_information,Y,T6,1,entry_information,20,Audit,,_Audit.Creation_method,N,HM,N,,Creation method,0,VARCHAR(127),line,,Y,N,?,?,N,N,N,N,,,,,,,,Audit,Creation_method,Y,40,Y,OO,OO,?,1029,1,,N,,0,?,Y,N,,,,?,n/a
2870,entry_information,Y,T6,1,entry_information,20,Audit,,_Audit.Sf_ID,N,HM,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Entry,Sf_ID,,,,Audit,Sf_ID,Y,50,Y,II,II,?,?,?,,N,,4,?,Y,N,,,,?,n/a
2880,entry_information,Y,T6,1,entry_information,20,Audit,,_Audit.Entry_ID,N,HM,N,,Entry ID,0,CHAR(12),code,NOT NULL,Y,N,Y,Y,N,N,N,N,Y,,Entry,ID,,,,Audit,Entry_ID,Y,60,Y,OO,VV,?,?,?,,Y,,3,?,Y,N,,,,?,n/a
2890,citations,Y,R,2,citations,40,Citation,,_Citation.Sf_category,Y,HB,N,,Sf category,0,VARCHAR(127),code,NOT NULL,,N,?,?,N,N,Y,N,,,,,,,,Citation,Sf_category,N,1550,Y,VVM,VV,?,?,?,,N,,1,?,Y,N,,,,?,n/a
2900,citations,Y,R,2,citations,40,Citation,,_Citation.Sf_framecode,Y,HB,N,,Sf framecode,1,VARCHAR(127),framecode,NOT NULL,,N,?,?,N,Y,N,N,,,,,,,,Citation,Sf_framecode,N,1560,Y,VV,II,entry_citation,?,?,,N,,2,?,Y,N,,,,?,Citation label
2910,citations,Y,R,2,citations,40,Citation,,_Citation.Entry_ID,Y,HB,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,Y,?,N,N,N,N,Y,,Entry,ID,,,,Citation,Entry_ID,N,1570,Y,VV,VV,?,1271,3,,Y,,3,?,Y,N,,,,?,n/a
2920,citations,Y,R,2,citations,40,Citation,,_Citation.Sf_ID,Y,HB,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,,,,,,Citation,Sf_ID,N,1580,Y,II,II,?,?,?,,N,,4,?,Y,N,,,,?,n/a
2930,citations,Y,R,2,citations,40,Citation,,_Citation.ID,Y,HB,N,,ID,0,INTEGER,int,NOT NULL,,N,Y,Y,N,N,N,N,Y,,,,,,,Citation,ID,N,1590,Y,VV,VV,?,7,3,,N,,5,?,Y,N,,,,?,n/a
2940,citations,Y,R,2,citations,40,Citation,,_Citation.Name,Y,HB,N,,Name,1,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,,,Citation,Name,N,1600,Y,OO,OO,?,?,?,,N,,0,?,Y,N,,,,?,Citation name
2950,citations,Y,R,2,citations,40,Citation,,_Citation.Class,Y,YB,Y,Y,Class,1,VARCHAR(31),line,NOT NULL,,N,?,?,N,N,N,N,,,,,,,,Citation,Class,N,1610,Y,VV,VV,entry citation,?,?,,N,,0,?,Y,N,,,,?,Entry or reference citation
2960,citations,Y,R,2,citations,40,Citation,,_Citation.CAS_abstract_code,Y,HB,N,,CAS abstract code,0,VARCHAR(31),code,,,N,?,?,N,N,N,N,,,,,,,,Citation,CAS_abstract_code,N,1620,Y,OO,OO,?,?,?,,N,,0,?,Y,N,,,,?,n/a
2970,citations,Y,R,2,citations,40,Citation,,_Citation.MEDLINE_UI_code,Y,HB,N,,MEDLINE UI code,0,VARCHAR(31),code,,,N,?,?,N,N,N,N,,,,,,,,Citation,MEDLINE_UI_code,N,1630,Y,OO,OO,?,10012,3,,N,,0,?,Y,N,,,,?,n/a
2980,citations,Y,R,2,citations,40,Citation,,_Citation.PubMed_ID,Y,NB,N,,PubMed ID,1,CHAR(12),code,,,N,?,?,N,N,N,N,,,,,,,,Citation,PubMed_ID,N,1640,Y,MM,MM,?,14080,1,,N,,0,?,Y,N,,,,?,<a href='https://www.ncbi.nlm.nih.gov/pubmed' TARGET='_blank'>PubMed ID</a>
2990,citations,Y,R,2,citations,40,Citation,,_Citation.DOI,Y,NB,N,,DOI,1,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,,,Citation,DOI,N,1650,Y,OO,OO,?,14090,1,,N,,0,?,Y,N,,,,?,Digital object identifier for the citation
3000,citations,Y,R,2,citations,40,Citation,,_Citation.Full_citation,Y,HB,N,,Full citation,2,TEXT,text,,,N,?,?,N,N,N,N,,,,,,,,Citation,Full_citation,N,1660,Y,OO,OO,?,?,?,,N,,0,?,Y,N,,,,?,Complete citation
3010,citations,Y,R,2,citations,40,Citation,,_Citation.Title,Y,YB,N,,Title,1,TEXT,text,,,N,?,?,N,N,N,N,,,,,,,,Citation,Title,N,1670,Y,MM,MM,?,8,3,,N,,0,?,Y,N,,,,?,Citation title
3020,citations,Y,R,2,citations,40,Citation,,_Citation.Status,Y,YB,Y,Y,Status,1,VARCHAR(31),line,,,N,?,?,N,N,N,N,,,,,,,,Citation,Status,N,1680,Y,VV,VV,in preparation,?,?,,N,,0,?,Y,N,,,,?,Citation status
3030,citations,Y,R,2,citations,40,Citation,,_Citation.Type,Y,YB,Y,Y,Type,1,VARCHAR(31),line,,,N,?,?,N,N,N,N,,,,,,,,Citation,Type,N,1690,Y,VV,VV,journal,?,?,,N,,0,?,Y,N,,,,?,Citation type
3040,citations,Y,R,2,citations,40,Citation,,_Citation.Journal_abbrev,Y,HB,Y,N,Journal abbrev,1,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,,,Citation,Journal_abbrev,N,1700,Y,OO,MM,?,9,3,,N,,0,?,Y,N,,,,?,Journal abbreviation
3050,citations,Y,R,2,citations,40,Citation,,_Citation.Journal_name_full,Y,HB,N,,Journal name full,0,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,,,Citation,Journal_name_full,N,1710,Y,OO,OM,?,1274,3,,N,,0,?,Y,N,,,,?,Journal name full
3060,citations,Y,R,2,citations,40,Citation,,_Citation.Journal_volume,Y,HB,N,,Journal volume,1,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,,,Citation,Journal_volume,N,1720,Y,OO,MM,?,10,3,,N,,0,?,Y,N,,,,?,Journal volume
3070,citations,Y,R,2,citations,40,Citation,,_Citation.Journal_issue,Y,HB,N,,Journal issue,1,VARCHAR(15),line,,,N,?,?,N,N,N,N,,,,,,,,Citation,Journal_issue,N,1730,Y,OO,MM,?,1272,3,,N,,0,?,Y,N,,,,?,Journal issue
3080,citations,Y,R,2,citations,40,Citation,,_Citation.Journal_ASTM,Y,HB,N,,Journal ASTM,0,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,,,Citation,Journal_ASTM,N,1740,Y,OO,OM,?,14,3,,N,,0,?,Y,N,,,,?,Journal ASTM
3090,citations,Y,R,2,citations,40,Citation,,_Citation.Journal_ISSN,Y,HB,N,,Journal ISSN,0,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,,,Citation,Journal_ISSN,N,1750,Y,OO,OM,?,15,3,,N,,0,?,Y,N,,,,?,Journal ISSN
3100,citations,Y,R,2,citations,40,Citation,,_Citation.Journal_CSD,Y,HB,N,,Journal CSD,0,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,,,Citation,Journal_CSD,N,1760,Y,OO,OM,?,16,1,,N,,0,?,Y,N,,,,?,Journal CSD
3110,citations,Y,R,2,citations,40,Citation,,_Citation.Book_title,Y,HB,N,,Book title,1,VARCHAR(255),text,,,N,?,?,N,N,N,N,,,,,,,,Citation,Book_title,N,1770,Y,OO,MM,?,10011,3,,N,,0,?,Y,N,,,,?,Book title
3120,citations,Y,R,2,citations,40,Citation,,_Citation.Book_chapter_title,Y,HB,N,,Book chapter title,1,VARCHAR(255),text,,,N,?,?,N,N,N,N,,,,,,,,Citation,Book_chapter_title,N,1780,Y,OO,OM,?,10010,3,,N,,0,?,Y,N,,,,?,Book chapter title
3130,citations,Y,R,2,citations,40,Citation,,_Citation.Book_volume,Y,HB,N,,Book volume,1,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,,,Citation,Book_volume,N,1790,Y,OO,OM,?,10009,3,,N,,0,?,Y,N,,,,?,Book volume
3140,citations,Y,R,2,citations,40,Citation,,_Citation.Book_series,Y,HB,N,,Book series,1,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,,,Citation,Book_series,N,1800,Y,OO,OM,?,10008,3,,N,,0,?,Y,N,,,,?,Book series number
3150,citations,Y,R,2,citations,40,Citation,,_Citation.Book_publisher,Y,HB,N,,Book publisher,1,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,,,Citation,Book_publisher,N,1810,Y,OO,MM,?,17,3,,N,,0,?,Y,N,,,,?,Book publisher
3160,citations,Y,R,2,citations,40,Citation,,_Citation.Book_publisher_city,Y,HB,N,,Book publisher city,1,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,,,Citation,Book_publisher_city,N,1820,Y,OO,MM,?,10006,3,,N,,0,?,Y,N,,,,?,City of book publisher
3170,citations,Y,R,2,citations,40,Citation,,_Citation.Book_ISBN,Y,HB,N,,Book ISBN,0,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,,,Citation,Book_ISBN,N,1830,Y,OO,OM,?,10007,3,,N,,0,?,Y,N,,,,?,Book ISBN
3180,citations,Y,R,2,citations,40,Citation,,_Citation.Conference_title,Y,HB,N,,Conference title,1,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,,,Citation,Conference_title,N,1840,Y,OO,MM,?,?,?,,N,,0,?,Y,N,,,,?,Conference title
3190,citations,Y,R,2,citations,40,Citation,,_Citation.Conference_site,Y,HB,N,,Conference site,1,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,,,Citation,Conference_site,N,1850,Y,OO,MM,?,?,?,,N,,0,?,Y,N,,,,?,Conference city resort etc.
3200,citations,Y,R,2,citations,40,Citation,,_Citation.Conference_state_province,Y,HB,N,,Conference state province,1,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,,,Citation,Conference_state_province,N,1860,Y,OO,OM,?,?,?,,N,,0,?,Y,N,,,,?,Conference state or province
3210,citations,Y,R,2,citations,40,Citation,,_Citation.Conference_country,Y,HB,N,,Conference country,1,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,,,Citation,Conference_country,N,1870,Y,OO,MM,?,?,?,,N,,0,?,Y,N,,,,?,Conference country
3220,citations,Y,R,2,citations,40,Citation,,_Citation.Conference_start_date,Y,HB,N,,Conference start date,1,DATETIME year to day,yyyy-mm-dd,,,N,?,?,N,N,N,N,,,,,,,,Citation,Conference_start_date,N,1880,Y,OO,MM,?,?,?,,N,,0,?,Y,N,,,,?,Date conference began
3230,citations,Y,R,2,citations,40,Citation,,_Citation.Conference_end_date,Y,HB,N,,Conference end date,1,DATETIME year to day,yyyy-mm-dd,,,N,?,?,N,N,N,N,,,,,,,,Citation,Conference_end_date,N,1890,Y,OO,MM,?,?,?,,N,,0,?,Y,N,,,,?,Date conference ended
3240,citations,Y,R,2,citations,40,Citation,,_Citation.Conference_abstract_number,Y,HB,N,,Conference abstract number,1,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,,,Citation,Conference_abstract_number,N,1900,Y,OO,OM,?,?,?,,N,,0,?,Y,N,,,,?,Abstract number
3250,citations,Y,R,2,citations,40,Citation,,_Citation.Thesis_institution,Y,HB,N,,Thesis institution,1,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,,,Citation,Thesis_institution,N,1910,Y,OO,MM,?,?,?,,N,,0,?,Y,N,,,,?,Thesis granting institution
3260,citations,Y,R,2,citations,40,Citation,,_Citation.Thesis_institution_city,Y,HB,N,,Thesis institution city,1,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,,,Citation,Thesis_institution_city,N,1920,Y,OO,MM,?,?,?,,N,,0,?,Y,N,,,,?,Thesis institution city
