Dictionary sequence,SFCategory,ADIT super category ID,ADIT super category,ADIT category group ID,ADIT category view name,Tag,Item enumerated,Item enumeration closed,Data Type,Nullable,Row Index Key,Source Key,Table Primary Key,Foreign Table,Foreign Column,Loopflag,Seq,Example,SfNamelFlg,Sf category flag,Sf pointer,default value,Tag category,Tag field,BMRB data type,Dictionary description,?
16400,experiment_list,4,experimental_details,158,Experiment file,_Experiment_file.Experiment_list_ID,N,,INTEGER,NOT NULL,N,,,Experiment_list,ID,Y,90,?,N,N,N,?,Experiment_file,Experiment_list_ID,int,Pointer to '_Experiment_list.ID',?
16410,NMR_spectrometer_expt,4,experimental_details,159,NMR experiment description,_NMR_spec_expt.Sf_category,N,,VARCHAR(127),NOT NULL,N,,,,,N,5500,?,N,Y,N,?,NMR_spec_expt,Sf_category,code,Category assigned to the information in the saveframe.,?
16420,NMR_spectrometer_expt,4,experimental_details,159,NMR experiment description,_NMR_spec_expt.Sf_framecode,N,,VARCHAR(127),NOT NULL,N,,,,,N,5510,?,Y,N,N,?,NMR_spec_expt,Sf_framecode,framecode,Descriptive label used to uniquely identify the NMR experiment and its parameters.,?
16430,NMR_spectrometer_expt,4,experimental_details,159,NMR experiment description,_NMR_spec_expt.Entry_ID,N,,CHAR(12),NOT NULL,N,,Y,Entry,ID,N,5520,?,N,N,N,?,NMR_spec_expt,Entry_ID,code,Pointer to '_Entry.ID',?
16440,NMR_spectrometer_expt,4,experimental_details,159,NMR experiment description,_NMR_spec_expt.Sf_ID,N,,INTEGER,NOT NULL,N,Y,,,,N,5530,?,N,N,N,?,NMR_spec_expt,Sf_ID,int,An interger value that is the unique identifier for the saveframe that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,?
16450,NMR_spectrometer_expt,4,experimental_details,159,NMR experiment description,_NMR_spec_expt.ID,N,,INTEGER,NOT NULL,N,Y,Y,,,N,5540,?,N,N,N,?,NMR_spec_expt,ID,int,A value that uniquely identifies the NMR experiment from other NMR experiments listed in the entry.,?
16460,NMR_spectrometer_expt,4,experimental_details,159,NMR experiment description,_NMR_spec_expt.Name,N,Y,VARCHAR(127),NOT NULL,N,,,,,N,5550,HNCO; 1H15N HSQC,N,N,N,?,NMR_spec_expt,Name,line,A commonly used name for the NMR experiment found in the literature.,?
16470,NMR_spectrometer_expt,4,experimental_details,159,NMR experiment description,_NMR_spec_expt.Type,Y,N,VARCHAR(127),,N,,,,,N,5560,?,N,N,N,?,NMR_spec_expt,Type,line,The type of NMR experiment.,?
16480,NMR_spectrometer_expt,4,experimental_details,159,NMR experiment description,_NMR_spec_expt.Sample_volume,N,,FLOAT,,N,,,,,N,5570,300,N,N,N,?,NMR_spec_expt,Sample_volume,float,Volume of the sample during data collection,?
16490,NMR_spectrometer_expt,4,experimental_details,159,NMR experiment description,_NMR_spec_expt.Sample_volume_units,Y,N,VARCHAR(15),,N,,,,,N,5580,uL,N,N,N,uL,NMR_spec_expt,Sample_volume_units,code,Provide the units appropriate for the sample volume.,?
16500,NMR_spectrometer_expt,4,experimental_details,159,NMR experiment description,_NMR_spec_expt.NMR_tube_type,Y,N,VARCHAR(31),,N,,,,,N,5590,standard,N,N,N,?,NMR_spec_expt,NMR_tube_type,line,Type of NMR tube used to contain the sample during data acquisition.,?
16510,NMR_spectrometer_expt,4,experimental_details,159,NMR experiment description,_NMR_spec_expt.Sample_spinning_rate,N,,FLOAT,,N,,,,,N,5600,20,N,N,N,?,NMR_spec_expt,Sample_spinning_rate,float,The spinning rate of the sample during data collection (in Hz).,?
16520,NMR_spectrometer_expt,4,experimental_details,159,NMR experiment description,_NMR_spec_expt.Sample_angle,N,,FLOAT,,N,,,,,N,5610,54 degrees,N,N,N,?,NMR_spec_expt,Sample_angle,float,The angle of the sample relative to the external magnetic field.,?
16530,NMR_spectrometer_expt,4,experimental_details,159,NMR experiment description,_NMR_spec_expt.NMR_spectrometer_ID,N,,INTEGER,NOT NULL,N,,,NMR_spectrometer,ID,N,5620,?,N,N,N,?,NMR_spec_expt,NMR_spectrometer_ID,int,Pointer to '_NMR_spectrometer.ID',?
16540,NMR_spectrometer_expt,4,experimental_details,159,NMR experiment description,_NMR_spec_expt.NMR_spectrometer_label,N,,VARCHAR(127),NOT NULL,N,,,NMR_spectrometer,Sf_framecode,N,5630,?,N,N,Y,?,NMR_spec_expt,NMR_spectrometer_label,framecode,Pointer to a saveframe of the category NMR_spectrometer.,?
16550,NMR_spectrometer_expt,4,experimental_details,159,NMR experiment description,_NMR_spec_expt.NMR_spectrometer_probe_ID,N,,INTEGER,,N,,,NMR_spectrometer_probe,ID,N,5640,?,N,N,N,?,NMR_spec_expt,NMR_spectrometer_probe_ID,int,Pointer to '_NMR_spectrometer_probe.ID',?
16560,NMR_spectrometer_expt,4,experimental_details,159,NMR experiment description,_NMR_spec_expt.NMR_spectrometer_probe_label,N,,VARCHAR(127),,N,,,NMR_spectrometer_probe,Sf_framecode,N,5650,?,N,N,Y,?,NMR_spec_expt,NMR_spectrometer_probe_label,framecode,Pointer to a saveframe of the category NMR_spectrometer_probe.,?
16570,NMR_spectrometer_expt,4,experimental_details,159,NMR experiment description,_NMR_spec_expt.Carrier_freq_switch_time,N,,FLOAT,,N,,,,,N,5660,?,N,N,N,?,NMR_spec_expt,Carrier_freq_switch_time,float,The time required to switch between carrier frequencies.,?
16580,NMR_spectrometer_expt,4,experimental_details,159,NMR experiment description,_NMR_spec_expt.Software_ID,N,,INTEGER,,N,,,Software,ID,N,5670,?,N,N,N,?,NMR_spec_expt,Software_ID,int,Pointer to '_Software.ID',?
16590,NMR_spectrometer_expt,4,experimental_details,159,NMR experiment description,_NMR_spec_expt.Software_label,N,,VARCHAR(127),,N,,,Software,Sf_framecode,N,5680,?,N,N,Y,?,NMR_spec_expt,Software_label,framecode,Pointer to a saveframe of the category software.,?
16600,NMR_spectrometer_expt,4,experimental_details,159,NMR experiment description,_NMR_spec_expt.Method_ID,N,,INTEGER,,N,,,Method,ID,N,5690,?,N,N,N,?,NMR_spec_expt,Method_ID,int,Pointer to '_Method.ID',?
16610,NMR_spectrometer_expt,4,experimental_details,159,NMR experiment description,_NMR_spec_expt.Method_label,N,,VARCHAR(127),,N,,,Method,Sf_framecode,N,5700,?,N,N,Y,?,NMR_spec_expt,Method_label,framecode,Pointer to a saveframe of the category 'method',?
16620,NMR_spectrometer_expt,4,experimental_details,159,NMR experiment description,_NMR_spec_expt.Pulse_seq_accession_BMRB_code,N,,CHAR(12),,N,,,,,N,5710,?,N,N,N,?,NMR_spec_expt,Pulse_seq_accession_BMRB_code,code,An accession code assigned by BMRB that uniquely identifies the NMR experiment pulse sequence within the BMRB pulse sequence library.,?
16630,NMR_spectrometer_expt,4,experimental_details,159,NMR experiment description,_NMR_spec_expt.Details,N,,TEXT,,N,,,,,N,5720,?,N,N,N,?,NMR_spec_expt,Details,text,A text description of the experiment.,?
16640,NMR_spectrometer_expt,4,experimental_details,159,NMR experiment systematic name,_NMR_expt_systematic_name.Name,N,,VARCHAR(255),NOT NULL,N,,Y,,,Y,10,?,N,N,N,?,NMR_expt_systematic_name,Name,line,Name for the NMR experiment as defined by a systematic naming system.,?
16650,NMR_spectrometer_expt,4,experimental_details,159,NMR experiment systematic name,_NMR_expt_systematic_name.Naming_system,Y,N,VARCHAR(255),NOT NULL,N,,Y,,,Y,20,?,N,N,N,?,NMR_expt_systematic_name,Naming_system,line,The name of the systematic NMR experiment naming system used to name the NMR experiment.,?
16660,NMR_spectrometer_expt,4,experimental_details,159,NMR experiment systematic name,_NMR_expt_systematic_name.Sf_ID,N,,INTEGER,NOT NULL,N,,,NMR_spec_expt,Sf_ID,Y,30,?,N,N,N,?,NMR_expt_systematic_name,Sf_ID,int,Pointer to '_NMR_spec_expt.Sf_ID',?
16670,NMR_spectrometer_expt,4,experimental_details,159,NMR experiment systematic name,_NMR_expt_systematic_name.Entry_ID,N,,CHAR(12),NOT NULL,N,,Y,NMR_spec_expt,Entry_ID,Y,40,?,N,N,N,?,NMR_expt_systematic_name,Entry_ID,code,Pointer to '_Entry.ID',?
16680,NMR_spectrometer_expt,4,experimental_details,159,NMR experiment systematic name,_NMR_expt_systematic_name.NMR_spec_expt_ID,N,,INTEGER,NOT NULL,N,,Y,NMR_spec_expt,ID,Y,50,?,N,N,N,?,NMR_expt_systematic_name,NMR_spec_expt_ID,int,Pointer to '_NMR_spec_expt.ID',?
16690,NMR_spectrometer_expt,4,experimental_details,159,NMR timedomain data and other files,_NMR_experiment_file.Name,N,,VARCHAR(127),NOT NULL,N,,Y,,,Y,10,1H15N_HSQC,N,N,N,?,NMR_experiment_file,Name,line,The name of the file containing information relevant to the NMR experiment.  Multiple files can be listed.  These files might include the time-domain (raw) data for the NMR experiment$ the pulse sequence for the experiment$ and parameters for acquiring and processing the data.,?
16700,NMR_spectrometer_expt,4,experimental_details,159,NMR timedomain data and other files,_NMR_experiment_file.Type,Y,N,VARCHAR(127),NOT NULL,N,,,,,Y,20,NMR experiment directory,N,N,N,?,NMR_experiment_file,Type,line,The type of time-domain file being deposited.,?
16710,NMR_spectrometer_expt,4,experimental_details,159,NMR timedomain data and other files,_NMR_experiment_file.Directory_path,N,,TEXT,,N,,,,,Y,30,?,N,N,N,?,NMR_experiment_file,Directory_path,text,The directory path within the BMRB archive that must be followed to locate listed NMR experiment file.,?
16720,NMR_spectrometer_expt,4,experimental_details,159,NMR timedomain data and other files,_NMR_experiment_file.Byte_order,N,,VARCHAR(31),,N,,,,,Y,40,?,N,N,N,?,NMR_experiment_file,Byte_order,line,How the bytes (usually 4$ but sometimes 3$ for example on AM spectrometers) are arranged.  Depends on the computer platform employed.,?
16730,NMR_spectrometer_expt,4,experimental_details,159,NMR timedomain data and other files,_NMR_experiment_file.Bytes_per_data_point,N,,INTEGER,,N,,,,,Y,50,?,N,N,N,?,NMR_experiment_file,Bytes_per_data_point,int,Number of bytes per data point.  Most Sun$ SGI$ and Linux systems use 4 bytes ( of 8 bits each yielding a total of 32 bits) per point.,?
16740,NMR_spectrometer_expt,4,experimental_details,159,NMR timedomain data and other files,_NMR_experiment_file.File_header_size,N,,INTEGER,,N,,,,,Y,60,?,N,N,N,?,NMR_experiment_file,File_header_size,int,Size in bytes of the file header associated with the raw unprocessed data.,?
16750,NMR_spectrometer_expt,4,experimental_details,159,NMR timedomain data and other files,_NMR_experiment_file.Record_header_size,N,,INTEGER,,N,,,,,Y,70,?,N,N,N,?,NMR_experiment_file,Record_header_size,int,Size in bytes of the record header within the NMR experiment file.,?
16760,NMR_spectrometer_expt,4,experimental_details,159,NMR timedomain data and other files,_NMR_experiment_file.Record_trailer_size,N,,INTEGER,,N,,,,,Y,80,?,N,N,N,?,NMR_experiment_file,Record_trailer_size,int,Size in bytes of the record trailer within the NMR experiment file.,?
16770,NMR_spectrometer_expt,4,experimental_details,159,NMR timedomain data and other files,_NMR_experiment_file.Compression_algorithm,N,,VARCHAR(127),,N,,,,,Y,90,?,N,N,N,?,NMR_experiment_file,Compression_algorithm,line,Algorithm used to compress the NMR experiment file.,?
16780,NMR_spectrometer_expt,4,experimental_details,159,NMR timedomain data and other files,_NMR_experiment_file.Details,N,,TEXT,,N,,,,,Y,100,?,N,N,N,?,NMR_experiment_file,Details,text,Additional information regarding the time-domain (raw) data file for this NMR experiment.,?
16790,NMR_spectrometer_expt,4,experimental_details,159,NMR timedomain data and other files,_NMR_experiment_file.Sf_ID,N,,INTEGER,NOT NULL,N,,,NMR_spec_expt,Sf_ID,Y,110,?,N,N,N,?,NMR_experiment_file,Sf_ID,int,Pointer to '_NMR_spec_expt.Sf_ID',?
16800,NMR_spectrometer_expt,4,experimental_details,159,NMR timedomain data and other files,_NMR_experiment_file.Entry_ID,N,,CHAR(12),NOT NULL,N,,Y,NMR_spec_expt,Entry_ID,Y,120,?,N,N,N,?,NMR_experiment_file,Entry_ID,code,Pointer to '_Entry.ID',?
16810,NMR_spectrometer_expt,4,experimental_details,159,NMR timedomain data and other files,_NMR_experiment_file.NMR_spec_expt_ID,N,,INTEGER,NOT NULL,N,,Y,NMR_spec_expt,ID,Y,130,?,N,N,N,?,NMR_experiment_file,NMR_spec_expt_ID,int,Pointer to '_NMR_spec_expt.ID',?
16820,NMR_spectrometer_expt,4,experimental_details,159,Spectral acquisition parameters,_Spectral_acq_param.ID,N,,INTEGER,NOT NULL,Y,,Y,,,Y,10,?,N,N,N,?,Spectral_acq_param,ID,int,A value that uniquely identifies the NMR spectral acquisition parameter in the list.,?
16830,NMR_spectrometer_expt,4,experimental_details,159,Spectral acquisition parameters,_Spectral_acq_param.Acquisition_dimension_ID,N,,INTEGER,NOT NULL,N,,,,,Y,20,?,N,N,N,?,Spectral_acq_param,Acquisition_dimension_ID,int,A value that uniquely identifies the NMR spectral acquisition dimension in the list.,?
16840,NMR_spectrometer_expt,4,experimental_details,159,Spectral acquisition parameters,_Spectral_acq_param.Name,Y,N,VARCHAR(127),NOT NULL,N,,,,,Y,30,?,N,N,N,?,Spectral_acq_param,Name,line,For a specified acquisition dimension the type of nucleus and its isotope detected in the experiment.,?
16850,NMR_spectrometer_expt,4,experimental_details,159,Spectral acquisition parameters,_Spectral_acq_param.Spectral_dim,N,,INTEGER,,N,,,,,Y,40,?,N,N,N,?,Spectral_acq_param,Spectral_dim,int,The number of the spectral dimension where the parameter value is applied.,?
16860,NMR_spectrometer_expt,4,experimental_details,159,Spectral acquisition parameters,_Spectral_acq_param.Val,N,,VARCHAR(15),NOT NULL,N,,,,,Y,50,?,N,N,N,?,Spectral_acq_param,Val,code,Value for the NMR spectral acquisition parameter.,?
16870,NMR_spectrometer_expt,4,experimental_details,159,Spectral acquisition parameters,_Spectral_acq_param.Val_units,N,,VARCHAR(127),,N,,,,,Y,60,?,N,N,N,?,Spectral_acq_param,Val_units,line,The unit description that applies to the reported parameter value.,?
16880,NMR_spectrometer_expt,4,experimental_details,159,Spectral acquisition parameters,_Spectral_acq_param.Sf_ID,N,,INTEGER,NOT NULL,N,,,NMR_spec_expt,Sf_ID,Y,70,?,N,N,N,?,Spectral_acq_param,Sf_ID,int,Pointer to '_NMR_spec_expt.Sf_ID',?
16890,NMR_spectrometer_expt,4,experimental_details,159,Spectral acquisition parameters,_Spectral_acq_param.Entry_ID,N,,CHAR(12),NOT NULL,N,,Y,NMR_spec_expt,Entry_ID,Y,80,?,N,N,N,?,Spectral_acq_param,Entry_ID,code,Pointer to '_Entry.ID',?
16900,NMR_spectrometer_expt,4,experimental_details,159,Spectral acquisition parameters,_Spectral_acq_param.NMR_spec_expt_ID,N,,INTEGER,NOT NULL,N,,Y,NMR_spec_expt,ID,Y,90,?,N,N,N,?,Spectral_acq_param,NMR_spec_expt_ID,int,Pointer to '_NMR_spec_expt.ID',?
16910,NMR_spectrometer_expt,4,experimental_details,159,Recoupling pulse sequence,_Recoupling_pulse_sequence.Name,N,,VARCHAR(31),NOT NULL,N,,Y,,,Y,10,?,N,N,N,?,Recoupling_pulse_sequence,Name,line,Name for a solid-state recoupling pulse sequence.,?
16920,NMR_spectrometer_expt,4,experimental_details,159,Recoupling pulse sequence,_Recoupling_pulse_sequence.Type,N,,VARCHAR(31),NOT NULL,N,,,,,Y,20,?,N,N,N,?,Recoupling_pulse_sequence,Type,line,Type of recoupling pulse sequence (homonuclear or heteronuclear).,?
16930,NMR_spectrometer_expt,4,experimental_details,159,Recoupling pulse sequence,_Recoupling_pulse_sequence.Nucleus,N,,VARCHAR(15),NOT NULL,N,,,,,Y,30,?,N,N,N,?,Recoupling_pulse_sequence,Nucleus,code,Atomic nucleus targeted by the recoupling pulse sequence.,?
16940,NMR_spectrometer_expt,4,experimental_details,159,Recoupling pulse sequence,_Recoupling_pulse_sequence.Time_period,N,,VARCHAR(15),NOT NULL,N,,Y,,,Y,40,?,N,N,N,?,Recoupling_pulse_sequence,Time_period,code,Specific time period during the full pulse sequence where the recoupling pulse sequence is applied.,?
16950,NMR_spectrometer_expt,4,experimental_details,159,Recoupling pulse sequence,_Recoupling_pulse_sequence.Sf_ID,N,,INTEGER,NOT NULL,N,,,NMR_spec_expt,Sf_ID,Y,50,?,N,N,N,?,Recoupling_pulse_sequence,Sf_ID,int,Pointer to '_NMR_spec_expt.Sf_ID',?
16960,NMR_spectrometer_expt,4,experimental_details,159,Recoupling pulse sequence,_Recoupling_pulse_sequence.Entry_ID,N,,CHAR(12),NOT NULL,N,,Y,NMR_spec_expt,Entry_ID,Y,60,?,N,N,N,?,Recoupling_pulse_sequence,Entry_ID,code,Pointer to '_Entry.ID',?
16970,NMR_spectrometer_expt,4,experimental_details,159,Recoupling pulse sequence,_Recoupling_pulse_sequence.NMR_spec_expt_ID,N,,INTEGER,NOT NULL,N,,Y,NMR_spec_expt,ID,Y,70,?,N,N,N,?,Recoupling_pulse_sequence,NMR_spec_expt_ID,int,Pointer to '_NMR_spec_expt.ID',?
16980,NMR_spectrometer_expt,4,experimental_details,159,Decoupling pulse sequence,_Decoupling_pulse_sequence.Name,N,,VARCHAR(31),NOT NULL,N,,Y,,,Y,10,?,N,N,N,?,Decoupling_pulse_sequence,Name,line,Name for a decoupling pulse sequence.,?
16990,NMR_spectrometer_expt,4,experimental_details,159,Decoupling pulse sequence,_Decoupling_pulse_sequence.Time_period,N,,VARCHAR(15),NOT NULL,N,,Y,,,Y,20,?,N,N,N,?,Decoupling_pulse_sequence,Time_period,code,Specific time period during the full pulse sequence where the decoupling pulse sequence is applied.,?
17000,NMR_spectrometer_expt,4,experimental_details,159,Decoupling pulse sequence,_Decoupling_pulse_sequence.Sf_ID,N,,INTEGER,NOT NULL,N,,,NMR_spec_expt,Sf_ID,Y,30,?,N,N,N,?,Decoupling_pulse_sequence,Sf_ID,int,Pointer to '_NMR_spec_expt.Sf_ID',?
17010,NMR_spectrometer_expt,4,experimental_details,159,Decoupling pulse sequence,_Decoupling_pulse_sequence.Entry_ID,N,,CHAR(12),NOT NULL,N,,Y,NMR_spec_expt,Entry_ID,Y,40,?,N,N,N,?,Decoupling_pulse_sequence,Entry_ID,code,Pointer to '_Entry.ID',?
17020,NMR_spectrometer_expt,4,experimental_details,159,Decoupling pulse sequence,_Decoupling_pulse_sequence.NMR_spec_expt_ID,N,,INTEGER,NOT NULL,N,,Y,NMR_spec_expt,ID,Y,50,?,N,N,N,?,Decoupling_pulse_sequence,NMR_spec_expt_ID,int,Pointer to '_NMR_spec_expt.ID',?
17030,NMR_spectrometer_expt,4,experimental_details,159,NMR experiment citation,_NMR_experiment_citation.Citation_ID,N,,INTEGER,NOT NULL,N,,Y,Citation,ID,Y,10,?,N,N,N,?,NMR_experiment_citation,Citation_ID,int,Pointer to '_Citation.ID',?
17040,NMR_spectrometer_expt,4,experimental_details,159,NMR experiment citation,_NMR_experiment_citation.Citation_label,N,,VARCHAR(127),NOT NULL,N,,,Citation,Sf_framecode,Y,20,?,N,N,Y,?,NMR_experiment_citation,Citation_label,framecode,Pointer to a saveframe of the category citation.,?
17050,NMR_spectrometer_expt,4,experimental_details,159,NMR experiment citation,_NMR_experiment_citation.Sf_ID,N,,INTEGER,NOT NULL,N,,,NMR_spec_expt,Sf_ID,Y,30,?,N,N,N,?,NMR_experiment_citation,Sf_ID,int,Pointer to '_NMR_spec_expt.Sf_ID',?
17060,NMR_spectrometer_expt,4,experimental_details,159,NMR experiment citation,_NMR_experiment_citation.Entry_ID,N,,CHAR(12),NOT NULL,N,,Y,NMR_spec_expt,Entry_ID,Y,40,?,N,N,N,?,NMR_experiment_citation,Entry_ID,code,Pointer to '_Entry.ID',?
17070,NMR_spectrometer_expt,4,experimental_details,159,NMR experiment citation,_NMR_experiment_citation.NMR_spec_expt_ID,N,,INTEGER,NOT NULL,N,,Y,NMR_spec_expt,ID,Y,50,?,N,N,N,?,NMR_experiment_citation,NMR_spec_expt_ID,int,Pointer to '_NMR_spec_expt.ID',?
17080,NMR_spectral_processing,4,experimental_details,160,NMR spectral processing,_NMR_spectral_processing.Sf_category,N,,VARCHAR(127),NOT NULL,N,,,,,N,5730,?,N,Y,N,?,NMR_spectral_processing,Sf_category,code,Category assigned to the information in the saveframe.,?
17090,NMR_spectral_processing,4,experimental_details,160,NMR spectral processing,_NMR_spectral_processing.Sf_framecode,N,,VARCHAR(127),NOT NULL,N,,,,,N,5740,?,Y,N,N,?,NMR_spectral_processing,Sf_framecode,framecode,Descriptive label used to uniquely identify this set of NMR spectral processing parameters.,?
17100,NMR_spectral_processing,4,experimental_details,160,NMR spectral processing,_NMR_spectral_processing.Entry_ID,N,,CHAR(12),NOT NULL,N,,Y,Entry,ID,N,5750,?,N,N,N,?,NMR_spectral_processing,Entry_ID,code,Pointer to '_Entry.ID',?
17110,NMR_spectral_processing,4,experimental_details,160,NMR spectral processing,_NMR_spectral_processing.Sf_ID,N,,INTEGER,NOT NULL,N,Y,,,,N,5760,?,N,N,N,?,NMR_spectral_processing,Sf_ID,int,An interger value that is the unique identifier for the saveframe that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,?
17120,NMR_spectral_processing,4,experimental_details,160,NMR spectral processing,_NMR_spectral_processing.ID,N,,INTEGER,NOT NULL,N,Y,Y,,,N,5770,?,N,N,N,?,NMR_spectral_processing,ID,int,A value that uniquely identifies the set of spectral processing from other sets of spectral processing parameters in the entry.,?
17130,NMR_spectral_processing,4,experimental_details,160,Software used,_NMR_spectral_proc_software.Software_ID,N,,INTEGER,NOT NULL,N,,Y,Software,ID,Y,10,?,N,N,N,?,NMR_spectral_proc_software,Software_ID,int,Pointer to '_Software.ID',?
17140,NMR_spectral_processing,4,experimental_details,160,Software used,_NMR_spectral_proc_software.Software_label,N,,VARCHAR(127),NOT NULL,N,,,Software,Sf_framecode,Y,20,?,N,N,Y,?,NMR_spectral_proc_software,Software_label,framecode,Pointer to a saveframe of the category software.,?
17150,NMR_spectral_processing,4,experimental_details,160,Software used,_NMR_spectral_proc_software.Method_ID,N,,INTEGER,,N,,,Method,ID,Y,30,?,N,N,N,?,NMR_spectral_proc_software,Method_ID,int,Pointer to '_Method.ID',?
17160,NMR_spectral_processing,4,experimental_details,160,Software used,_NMR_spectral_proc_software.Method_label,N,,VARCHAR(127),,N,,,Method,Sf_framecode,Y,40,?,N,N,Y,?,NMR_spectral_proc_software,Method_label,framecode,Pointer to a saveframe of the category method.,?
17170,NMR_spectral_processing,4,experimental_details,160,Software used,_NMR_spectral_proc_software.Sf_ID,N,,INTEGER,NOT NULL,N,,,NMR_spectral_processing,Sf_ID,Y,50,?,N,N,N,?,NMR_spectral_proc_software,Sf_ID,int,Pointer to '_NMR_spectral_processing.Sf_ID',?
17180,NMR_spectral_processing,4,experimental_details,160,Software used,_NMR_spectral_proc_software.Entry_ID,N,,CHAR(12),NOT NULL,N,,Y,NMR_spectral_processing,Entry_ID,Y,60,?,N,N,N,?,NMR_spectral_proc_software,Entry_ID,code,Pointer to '_Entry.ID',?
17190,NMR_spectral_processing,4,experimental_details,160,Software used,_NMR_spectral_proc_software.NMR_spectral_processing_ID,N,,INTEGER,NOT NULL,N,,Y,NMR_spectral_processing,ID,Y,70,?,N,N,N,?,NMR_spectral_proc_software,NMR_spectral_processing_ID,int,Pointer to '_NMR_spectral_processing.ID',?
17200,NMR_spectral_processing,4,experimental_details,160,Spectral processing param,_Spectral_processing_param.Operation_ID,N,,INTEGER,,N,,,,,Y,10,?,N,N,N,?,Spectral_processing_param,Operation_ID,int,An integer value that is a unique identifier for the operation within the save frame.,?
17210,NMR_spectral_processing,4,experimental_details,160,Spectral processing param,_Spectral_processing_param.Operation_code,N,,VARCHAR(127),,N,,,,,Y,20,?,N,N,N,?,Spectral_processing_param,Operation_code,line,A code that describes the spectral processing operation.,?
17220,NMR_spectral_processing,4,experimental_details,160,Spectral processing param,_Spectral_processing_param.Operation_ordinal,N,,INTEGER,,N,,,,,Y,30,?,N,N,N,?,Spectral_processing_param,Operation_ordinal,int,An integer value that defines the order in which the operations  are carried out.,?
17230,NMR_spectral_processing,4,experimental_details,160,Spectral processing param,_Spectral_processing_param.Previous_operation_ID,N,,INTEGER,,N,,,,,Y,40,?,N,N,N,?,Spectral_processing_param,Previous_operation_ID,int,The operation_ID for the operation carried out immediately prior to the current operation.,?
17240,NMR_spectral_processing,4,experimental_details,160,Spectral processing param,_Spectral_processing_param.ID,N,,INTEGER,NOT NULL,Y,,Y,,,Y,50,?,N,N,N,?,Spectral_processing_param,ID,int,A value that uniquely identifies the NMR spectral processing parameter in the list.,?
17250,NMR_spectral_processing,4,experimental_details,160,Spectral processing param,_Spectral_processing_param.Processing_dimension_ID,N,,INTEGER,,N,,,,,Y,60,?,N,N,N,?,Spectral_processing_param,Processing_dimension_ID,int,The spectral dimension in which the processing parameter was applied.,?
17260,NMR_spectral_processing,4,experimental_details,160,Spectral processing param,_Spectral_processing_param.Name,Y,N,VARCHAR(127),NOT NULL,N,,,,,Y,70,?,N,N,N,?,Spectral_processing_param,Name,line,Name for a NMR spectral processing parameter.,?
17270,NMR_spectral_processing,4,experimental_details,160,Spectral processing param,_Spectral_processing_param.Spectral_dim,N,,INTEGER,,N,,,,,Y,80,?,N,N,N,?,Spectral_processing_param,Spectral_dim,int,The number of the spectral dimension where the parameter value is applied.,?
17280,NMR_spectral_processing,4,experimental_details,160,Spectral processing param,_Spectral_processing_param.Val,N,,VARCHAR(15),NOT NULL,N,,,,,Y,90,?,N,N,N,?,Spectral_processing_param,Val,code,Value for the NMR spectral processing parameter.,?
17290,NMR_spectral_processing,4,experimental_details,160,Spectral processing param,_Spectral_processing_param.Val_units,N,,VARCHAR(15),,N,,,,,Y,100,?,N,N,N,?,Spectral_processing_param,Val_units,line,The units for the paramerter value.,?
17300,NMR_spectral_processing,4,experimental_details,160,Spectral processing param,_Spectral_processing_param.Sf_ID,N,,INTEGER,NOT NULL,N,,,NMR_spectral_processing,Sf_ID,Y,110,?,N,N,N,?,Spectral_processing_param,Sf_ID,int,Pointer to '_NMR_spectral_processing.Sf_ID',?
17310,NMR_spectral_processing,4,experimental_details,160,Spectral processing param,_Spectral_processing_param.Entry_ID,N,,CHAR(12),NOT NULL,N,,Y,NMR_spectral_processing,Entry_ID,Y,120,?,N,N,N,?,Spectral_processing_param,Entry_ID,code,Pointer to '_Entry.ID',?
17320,NMR_spectral_processing,4,experimental_details,160,Spectral processing param,_Spectral_processing_param.NMR_spectral_processing_ID,N,,INTEGER,NOT NULL,N,,Y,NMR_spectral_processing,ID,Y,130,?,N,N,N,?,Spectral_processing_param,NMR_spectral_processing_ID,int,Pointer to '_NMR_spectral_processing.ID',?
17330,MS_expt,4,experimental_details,161,Mass spec experiment description,_MS_expt.Sf_category,N,,VARCHAR(127),NOT NULL,N,,,,,N,5780,?,N,Y,N,?,MS_expt,Sf_category,code,Category assigned to the information in the saveframe.,?
17340,MS_expt,4,experimental_details,161,Mass spec experiment description,_MS_expt.Sf_framecode,N,,VARCHAR(127),NOT NULL,N,,,,,N,5790,?,Y,N,N,?,MS_expt,Sf_framecode,framecode,A label that uniquely identifies the mass spec experiment from other mass spec experiments listed in the entry.,?
17350,MS_expt,4,experimental_details,161,Mass spec experiment description,_MS_expt.Entry_ID,N,,CHAR(12),NOT NULL,N,,Y,Entry,ID,N,5800,?,N,N,N,?,MS_expt,Entry_ID,code,Pointer to '_Entry.ID',?
17360,MS_expt,4,experimental_details,161,Mass spec experiment description,_MS_expt.Sf_ID,N,,INTEGER,NOT NULL,N,Y,,,,N,5810,?,N,N,N,?,MS_expt,Sf_ID,int,An interger value that is the unique identifier for the saveframe that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,?
