dictionarySeq,originalCategory,aditCatManFlg,aditCatViewType,aditSuperCatID,aditSuperCatName,aditCatGrpID,aditCatViewName,aditInitialRows,originalTag,aditExists,aditViewFlgs,enumeratedFlg,itemEnumClosedFlg,aditItemViewName,aditFormCode,dbType,bmrbType,dbNullable,internalFlg,rowIndexFlg,lclIDFlg,lclSfIdFlg,sfIdFlg,sfNameFlg,sfCategoryFlg,sfPointerFlg,primaryKey,foreignKeyGroup,foreignTable,foreignColumn,indexFlg,dbTableName,dbColumnName,tagCategory,tagField,loopFlg,seq,dbFlg,validateFlgs,valOverideFlgs,defaultValue,bmrbPdbMatchId,bmrbPdbTransFunc,variableTypeMatch,entryIdFlg,OutputMapExistsFlg,aditAutoInsert,datumCountFlgs,metaDataFlgs,tagDeleteFlgs,RefKeyGroup,RefTable,RefColumn,example,prompt
12970,sample_conditions,Y,T6,4,experimental_details,140,Sample condition variables,4,_Sample_condition_variable.Sample_condition_list_ID,Y,HHHHH,N,,Sample condition list ID,0,INTEGER,int,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Sample_condition_list,ID,,SampleConditionVariable,SampleConditionListID,Sample_condition_variable,Sample_condition_list_ID,Y,70,Y,VVVVV,VVVVVV,?,10301,20,,N,?,5,?,Y,N,10,Sample_condition_list,ID,?,Variable sample conditions ID
12980,sample_conditions,Y,T6,4,experimental_details,140,Sample condition citation,,_Sample_condition_citation.Citation_ID,Y,HHHHH,N,,Citation ID,0,INTEGER,int,NOT NULL,,N,Y,?,N,N,N,N,,,Citation,ID,,SampleConditionCitation,CitationID,Sample_condition_citation,Citation_ID,Y,10,Y,OOOOO,OOOOOO,?,?,?,,N,?,7,?,Y,N,1,Citation,ID,?,Citation ID
12990,sample_conditions,Y,T6,4,experimental_details,140,Sample condition citation,,_Sample_condition_citation.Citation_label,Y,HHHHH,N,,Citation label,1,VARCHAR(127),framecode,NOT NULL,,N,?,?,N,N,N,Y,,,Citation,Sf_framecode,,SampleConditionCitation,CitationLabel,Sample_condition_citation,Citation_label,Y,20,Y,OOOOO,OOOOOO,?,?,?,,N,?,8,?,Y,N,?,?,?,?,Citation label
13000,sample_conditions,Y,T6,4,experimental_details,140,Sample condition citation,,_Sample_condition_citation.Sf_ID,Y,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Sample_condition_list,Sf_ID,,SampleConditionCitation,SfID,Sample_condition_citation,Sf_ID,Y,30,Y,IIIII,IIIIII,?,?,?,,N,?,4,?,Y,N,9,Sample_condition_list,Sf_ID,?,n/a
13010,sample_conditions,Y,T6,4,experimental_details,140,Sample condition citation,,_Sample_condition_citation.Entry_ID,Y,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,Y,,Sample_condition_list,Entry_ID,,SampleConditionCitation,EntryID,Sample_condition_citation,Entry_ID,Y,40,Y,OOOOO,VVVVVV,?,?,?,,Y,?,3,?,Y,N,1;10,Citation;Sample_condition_list,Entry_ID;Entry_ID,?,n/a
13020,sample_conditions,Y,T6,4,experimental_details,140,Sample condition citation,,_Sample_condition_citation.Sample_condition_list_ID,Y,HHHHH,N,,Sample condition list ID,0,INTEGER,int,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Sample_condition_list,ID,,SampleConditionCitation,SampleConditionListID,Sample_condition_citation,Sample_condition_list_ID,Y,50,Y,OOOOO,OOOOOO,?,?,?,,N,?,5,?,Y,N,10,Sample_condition_list,ID,?,n/a
13030,molecule_purity,N,R,4,experimental_details,141,Molecular entity purity list,,_Entity_purity_list.Sf_category,Y,HHHHH,N,,Sf category,0,VARCHAR(127),code,NOT NULL,,N,?,?,N,N,Y,N,,,,,,EntityPurityList,SfCategory,Entity_purity_list,Sf_category,N,3880,Y,VVVVV,VVVVVV,?,?,?,,N,?,1,?,Y,N,?,?,?,?,n/a
13040,molecule_purity,N,R,4,experimental_details,141,Molecular entity purity list,,_Entity_purity_list.Sf_framecode,Y,HHHHH,N,,Sf framecode,0,VARCHAR(127),framecode,NOT NULL,,N,?,?,N,Y,N,N,,,,,,EntityPurityList,SfFramecode,Entity_purity_list,Sf_framecode,N,3890,Y,VVVVV,IIIIII,?,?,?,,N,?,2,?,Y,N,?,?,?,?,Molecule purity description label
13050,molecule_purity,N,R,4,experimental_details,141,Molecular entity purity list,,_Entity_purity_list.Entry_ID,Y,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,Y,?,N,N,N,N,Y,,Entry,ID,,EntityPurityList,EntryID,Entity_purity_list,Entry_ID,N,3900,Y,VVVVV,VVVVVV,?,?,?,,Y,?,3,?,Y,N,1,Entry,ID,?,n/a
13060,molecule_purity,N,R,4,experimental_details,141,Molecular entity purity list,,_Entity_purity_list.Sf_ID,Y,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,,,,EntityPurityList,SfID,Entity_purity_list,Sf_ID,N,3910,Y,IIIII,IIIIII,?,?,?,,N,?,4,?,Y,N,?,?,?,?,n/a
13070,molecule_purity,N,R,4,experimental_details,141,Molecular entity purity list,,_Entity_purity_list.ID,Y,HHHHH,N,,ID,0,INTEGER,int,NOT NULL,,N,Y,Y,N,N,N,N,Y,,,,,EntityPurityList,EntityPurityListID,Entity_purity_list,ID,N,3920,Y,VVVVV,VVVVVV,?,?,?,,N,?,5,?,Y,N,?,?,?,?,ID
13080,molecule_purity,N,R,4,experimental_details,141,Molecular entity purity list,,_Entity_purity_list.Details,Y,NHHHH,N,,Details,2,TEXT,text,,,N,?,?,N,N,N,N,,,,,,EntityPurityList,Details,Entity_purity_list,Details,N,3930,Y,OOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?,Details
13090,molecule_purity,N,T6,4,experimental_details,141,Molecular purity,,_Entity_purity.ID,Y,HHHHH,N,,ID,0,INTEGER,int,NOT NULL,,Y,Y,?,N,N,N,N,Y,,,,,EntityPurity,EntityPurityID,Entity_purity,ID,Y,10,Y,VVVVV,VVVVVV,?,?,?,,N,?,6,?,Y,N,?,?,?,?,n/a
13100,molecule_purity,N,T6,4,experimental_details,141,Molecular purity,,_Entity_purity.Sample_ID,Y,HHHHH,N,,Sample ID,0,INTEGER,int,,,N,Y,?,N,N,N,N,,,Sample,ID,,EntityPurity,SampleID,Entity_purity,Sample_ID,Y,20,Y,OMOMO,OOOOOO,?,?,?,,N,?,7,?,Y,N,1,Sample,ID,?,Sample ID
13110,molecule_purity,N,T6,4,experimental_details,141,Molecular purity,,_Entity_purity.Sample_label,Y,NHHHH,N,,Sample label,1,VARCHAR(127),framecode,,,N,?,?,N,N,N,Y,,,Sample,Sf_framecode,,EntityPurity,SampleLabel,Entity_purity,Sample_label,Y,30,Y,OMOMO,OOOOOO,sample_1,?,?,,N,?,8,?,Y,N,?,?,?,?,Sample label
13120,molecule_purity,N,T6,4,experimental_details,141,Molecular purity,,_Entity_purity.Entity_ID,Y,HHHHH,N,,Entity ID,0,INTEGER,int,NOT NULL,,N,Y,?,N,N,N,N,,,Entity,ID,,EntityPurity,EntityID,Entity_purity,Entity_ID,Y,40,Y,VVVVV,VVVVVV,?,?,?,,N,?,7,?,Y,N,2,Entity,ID,?,Entity ID
13130,molecule_purity,N,T6,4,experimental_details,141,Molecular purity,,_Entity_purity.Entity_label,Y,NHHHH,N,,Entity label,1,VARCHAR(127),framecode,NOT NULL,,N,?,?,N,N,N,Y,,,Entity,Sf_framecode,,EntityPurity,EntityLabel,Entity_purity,Entity_label,Y,50,Y,OVVVV,VVVVVV,?,?,?,,N,?,8,?,Y,N,?,?,?,?,Entity label
13140,molecule_purity,N,T6,4,experimental_details,141,Molecular purity,,_Entity_purity.Val,Y,NHHHH,N,,Val,1,FLOAT,float,NOT NULL,,N,?,?,N,N,N,N,,,,,,EntityPurity,Val,Entity_purity,Val,Y,60,Y,VVVVV,VVVVVV,?,?,?,,N,?,0,?,Y,N,?,?,?,?,Val
13150,molecule_purity,N,T6,4,experimental_details,141,Molecular purity,,_Entity_purity.Val_units,Y,NHHHH,N,,Val units,1,VARCHAR(31),line,NOT NULL,,N,?,?,N,N,N,N,,,,,,EntityPurity,ValUnits,Entity_purity,Val_units,Y,70,Y,VVVVV,VVVVVV,?,?,?,,N,?,0,?,Y,N,?,?,?,?,Val units
13160,molecule_purity,N,T6,4,experimental_details,141,Molecular purity,,_Entity_purity.Measurement_method,Y,NHHHH,N,,Measurement method,1,VARCHAR(127),line,NOT NULL,,N,?,?,N,N,N,N,,,,,,EntityPurity,MeasurementMethod,Entity_purity,Measurement_method,Y,80,Y,VVVVV,VVVVVV,?,?,?,,N,?,0,?,Y,N,?,?,?,?,Measurement method
13170,molecule_purity,N,T6,4,experimental_details,141,Molecular purity,,_Entity_purity.Details,Y,NHHHH,N,,Details,2,TEXT,text,,,N,?,?,N,N,N,N,,,,,,EntityPurity,Details,Entity_purity,Details,Y,90,Y,OOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?,Details
13180,molecule_purity,N,T6,4,experimental_details,141,Molecular purity,,_Entity_purity.Sf_ID,Y,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Entity_purity_list,Sf_ID,,EntityPurity,SfID,Entity_purity,Sf_ID,Y,100,Y,IIIII,IIIIII,?,?,?,,N,?,4,?,Y,N,9,Entity_purity_list,Sf_ID,?,n/a
13190,molecule_purity,N,T6,4,experimental_details,141,Molecular purity,,_Entity_purity.Entry_ID,Y,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,Y,,Entity_purity_list,Entry_ID,,EntityPurity,EntryID,Entity_purity,Entry_ID,Y,110,Y,VVVVV,VVVVVV,?,?,?,,Y,?,3,?,Y,N,1;2;10,Sample;Entity;Entity_purity_list,Entry_ID;Entry_ID;Entry_ID,?,n/a
13200,molecule_purity,N,T6,4,experimental_details,141,Molecular purity,,_Entity_purity.Entity_purity_list_ID,Y,HHHHH,N,,Entity purity list ID,0,INTEGER,int,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Entity_purity_list,ID,,EntityPurity,EntityPurityListID,Entity_purity,Entity_purity_list_ID,Y,120,Y,VVVVV,VVVVVV,?,?,?,,N,?,5,?,Y,N,10,Entity_purity_list,ID,?,Entity purity ID
13210,molecule_purity,N,T6,4,experimental_details,141,Entity purity citation,,_Entity_purity_citation.Citation_ID,Y,HHHHH,N,,Citation ID,0,INTEGER,int,NOT NULL,,N,Y,?,N,N,N,N,Y,,Citation,ID,,EntityPurityCitation,CitationID,Entity_purity_citation,Citation_ID,Y,10,Y,OOOOO,OOOOOO,?,?,?,,N,?,7,?,Y,N,1,Citation,ID,?,Citation ID
13220,molecule_purity,N,T6,4,experimental_details,141,Entity purity citation,,_Entity_purity_citation.Citation_label,Y,HHHHH,N,,Citation label,1,VARCHAR(127),framecode,NOT NULL,,N,?,?,N,N,N,Y,,,Citation,Sf_framecode,,EntityPurityCitation,CitationLabel,Entity_purity_citation,Citation_label,Y,20,Y,OOOOO,OOOOOO,?,?,?,,N,?,8,?,Y,N,?,?,?,?,Citation label
13230,molecule_purity,N,T6,4,experimental_details,141,Entity purity citation,,_Entity_purity_citation.Sf_ID,Y,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Entity_purity_list,Sf_ID,,EntityPurityCitation,SfID,Entity_purity_citation,Sf_ID,Y,30,Y,IIIII,IIIIII,?,?,?,,N,?,4,?,Y,N,9,Entity_purity_list,Sf_ID,?,n/a
13240,molecule_purity,N,T6,4,experimental_details,141,Entity purity citation,,_Entity_purity_citation.Entry_ID,Y,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,Y,,Entity_purity_list,Entry_ID,,EntityPurityCitation,EntryID,Entity_purity_citation,Entry_ID,Y,40,Y,OOOOO,VVVVVV,?,?,?,,Y,?,3,?,Y,N,1;10,Citation;Entity_purity_list,Entry_ID;Entry_ID,?,n/a
13250,molecule_purity,N,T6,4,experimental_details,141,Entity purity citation,,_Entity_purity_citation.Entity_purity_list_ID,Y,HHHHH,N,,Entity purity list ID,0,INTEGER,int,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Entity_purity_list,ID,,EntityPurityCitation,EntityPurityListID,Entity_purity_citation,Entity_purity_list_ID,Y,50,Y,OOOOO,OOOOOO,?,?,?,,N,?,5,?,Y,N,10,Entity_purity_list,ID,?,n/a
13260,software,N,R,4,experimental_details,142,Software application description,,_Software.Sf_category,Y,HHHHH,N,,Sf category,0,VARCHAR(127),code,NOT NULL,,N,?,?,N,N,Y,N,,,,,,Software,SfCategory,Software,Sf_category,N,3940,Y,VVVVVM,VVVVVV,?,?,?,,N,?,1,?,Y,N,?,?,?,?,n/a
13270,software,N,R,4,experimental_details,142,Software application description,,_Software.Sf_framecode,Y,YYHHH,Y,N,Sf framecode,1,VARCHAR(127),framecode,NOT NULL,,N,?,?,N,Y,N,N,,,,,,Software,SfFramecode,Software,Sf_framecode,N,3950,Y,VVVVV,VVVVVV,?,11020,1,,N,?,2,?,Y,N,?,?,?,?,Software name
13280,software,N,R,4,experimental_details,142,Software application description,,_Software.Entry_ID,Y,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,Y,?,N,N,N,N,Y,,Entry,ID,,Software,EntryID,Software,Entry_ID,N,3960,Y,VVVVV,VVVVVV,?,?,?,,Y,?,3,?,Y,N,1,Entry,ID,?,n/a
13290,software,N,R,4,experimental_details,142,Software application description,,_Software.Sf_ID,Y,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,,,,Software,SfID,Software,Sf_ID,N,3970,Y,IIIII,IIIIII,?,?,?,,N,?,4,?,Y,N,?,?,?,?,n/a
13300,software,N,R,4,experimental_details,142,Software application description,,_Software.ID,Y,HHHHH,N,,ID,1,INTEGER,int,NOT NULL,,N,Y,Y,N,N,N,N,Y,,,,,Software,SoftwareID,Software,ID,N,3980,Y,VVVVV,VVVVVV,?,11415;10802,1;?,,N,?,5,?,Y,N,?,?,?,?,n/a
13310,software,N,R,4,experimental_details,142,Software application description,,_Software.Name,Y,HHHHH,Y,N,Name,1,VARCHAR(127),line,NOT NULL,,N,?,?,N,N,N,N,,,,,,Software,Name,Software,Name,N,3990,Y,VVVVV,VVVVVV,?,87,1,,N,?,0,?,Y,N,?,?,?,?,Software name
13320,software,N,R,4,experimental_details,142,Software application description,,_Software.Version,Y,NNHHH,N,,Version,1,VARCHAR(31),line,,,N,?,?,N,N,N,N,,,,,,Software,Version,Software,Version,N,4000,Y,OOOOO,OOOOOO,?,88,1,,N,?,0,?,Y,N,?,?,?,?,Version
13330,software,N,R,4,experimental_details,142,Software application description,,_Software.Details,Y,NNHHH,N,,Details,2,TEXT,text,,,N,?,?,N,N,N,N,,,,,,Software,Details,Software,Details,N,4010,Y,OOOOO,OOOOOO,?,13790,1,,N,?,0,?,Y,N,?,?,?,?,Details
13340,software,N,T6,4,experimental_details,142,Software vendor,,_Vendor.Name,Y,YYHHH,Y,N,Name,1,VARCHAR(127),line,NOT NULL,,N,Y,?,N,N,N,N,Y,,,,,Vendor,Name,Vendor,Name,Y,10,Y,OOOOO,OOOOOO,?,89,1,,N,?,0,?,Y,N,?,?,?,?,Author (vendor)
13350,software,N,T6,4,experimental_details,142,Software vendor,,_Vendor.Address,Y,NNHHH,N,,Address,2,TEXT,text,,,N,?,?,N,N,N,N,,,,,,Vendor,Address,Vendor,Address,Y,20,Y,OOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?,Address
13360,software,N,T6,4,experimental_details,142,Software vendor,,_Vendor.Electronic_address,Y,NNHHH,N,,Electronic address,2,TEXT,text,,,N,?,?,N,N,N,N,,,,,,Vendor,ElectronicAddress,Vendor,Electronic_address,Y,30,Y,OOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?,Electronic address
13370,software,N,T6,4,experimental_details,142,Software vendor,,_Vendor.Sf_ID,Y,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Software,Sf_ID,,Vendor,SfID,Vendor,Sf_ID,Y,40,Y,IIIII,IIIIII,?,?,?,,N,?,4,?,Y,N,9,Software,Sf_ID,?,n/a
13380,software,N,T6,4,experimental_details,142,Software vendor,,_Vendor.Entry_ID,Y,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,Y,,Software,Entry_ID,,Vendor,EntryID,Vendor,Entry_ID,Y,50,Y,OOOOO,OOOOOO,?,?,?,,Y,?,3,?,Y,N,10,Software,Entry_ID,?,n/a
13390,software,N,T6,4,experimental_details,142,Software vendor,,_Vendor.Software_ID,Y,HHHHH,N,,Software ID,0,INTEGER,int,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Software,ID,,Vendor,SoftwareID,Vendor,Software_ID,Y,60,Y,OOOOO,OOOOOO,?,10803,?,,N,?,5,?,Y,N,10,Software,ID,?,n/a
13400,software,N,T6,4,experimental_details,142,Software task(s),3,_Task.Task,Y,YYHHH,Y,N,Task,1,VARCHAR(255),line,NOT NULL,,N,Y,?,N,N,N,N,Y,,,,,Task,Task,Task,Task,Y,10,Y,VVVVV,OOOOOO,?,95,4,,N,?,0,?,Y,N,?,?,?,?,Task
13410,software,N,T6,4,experimental_details,142,Software task(s),3,_Task.Sf_ID,Y,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Software,Sf_ID,,Task,SfID,Task,Sf_ID,Y,20,Y,IIIII,IIIIII,?,?,?,,N,?,4,?,Y,N,9,Software,Sf_ID,?,n/a
13420,software,N,T6,4,experimental_details,142,Software task(s),3,_Task.Entry_ID,Y,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,Y,,Software,Entry_ID,,Task,EntryID,Task,Entry_ID,Y,30,Y,OOOOO,OOOOOO,?,?,?,,Y,?,3,?,Y,N,10,Software,Entry_ID,?,n/a
13430,software,N,T6,4,experimental_details,142,Software task(s),3,_Task.Software_ID,Y,HHHHH,N,,Software ID,0,INTEGER,int,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Software,ID,,Task,SoftwareID,Task,Software_ID,Y,40,Y,OOOOO,OOOOOO,?,10804,?,,N,?,5,?,Y,N,10,Software,ID,?,n/a
13440,software,N,T6,4,experimental_details,142,Software citation,,_Software_citation.Citation_ID,Y,HHHHH,N,,Citation ID,0,INTEGER,int,NOT NULL,,N,Y,?,N,N,N,N,Y,,Citation,ID,,SoftwareCitation,CitationID,Software_citation,Citation_ID,Y,10,Y,OOOOO,OOOOOO,?,?,?,,N,?,7,?,Y,N,1,Citation,ID,?,Citation ID
13450,software,N,T6,4,experimental_details,142,Software citation,,_Software_citation.Citation_label,Y,HHHHH,N,,Citation label,1,VARCHAR(127),framecode,NOT NULL,,N,?,?,N,N,N,Y,,,Citation,Sf_framecode,,SoftwareCitation,CitationLabel,Software_citation,Citation_label,Y,20,Y,OOOOO,OOOOOO,?,?,?,,N,?,8,?,Y,N,?,?,?,?,Citation label
13460,software,N,T6,4,experimental_details,142,Software citation,,_Software_citation.Sf_ID,Y,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Software,Sf_ID,,SoftwareCitation,SfID,Software_citation,Sf_ID,Y,30,Y,IIIII,IIIIII,?,?,?,,N,?,4,?,Y,N,9,Software,Sf_ID,?,Software ID
13470,software,N,T6,4,experimental_details,142,Software citation,,_Software_citation.Entry_ID,Y,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,Y,,Software,Entry_ID,,SoftwareCitation,EntryID,Software_citation,Entry_ID,Y,40,Y,OOOOO,OOOOOO,?,?,?,,Y,?,3,?,Y,N,1;10,Citation;Software,Entry_ID;Entry_ID,?,Software ID
13480,software,N,T6,4,experimental_details,142,Software citation,,_Software_citation.Software_ID,Y,HHHHH,N,,Software ID,0,INTEGER,int,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Software,ID,,SoftwareCitation,SoftwareID,Software_citation,Software_ID,Y,50,Y,OOOOO,OOOOOO,?,?,?,,N,?,5,?,Y,N,10,Software,ID,?,Software ID
13490,method,N,R,4,experimental_details,143,Method description,,_Method.Sf_category,Y,HHHHH,N,,Sf category,0,VARCHAR(127),code,NOT NULL,,N,?,?,N,N,Y,N,,,,,,Method,SfCategory,Method,Sf_category,N,4020,Y,VVVVV,VVVVVV,?,?,?,,N,?,1,?,Y,N,?,?,?,?,n/a
13500,method,N,R,4,experimental_details,143,Method description,,_Method.Sf_framecode,Y,YHHHH,N,,Sf framecode,1,VARCHAR(127),framecode,NOT NULL,,N,?,?,N,Y,N,N,,,,,,Method,SfFramecode,Method,Sf_framecode,N,4030,Y,VVVVV,VVVVVV,?,?,?,,N,?,2,?,Y,N,?,?,?,?,Method label
13510,method,N,R,4,experimental_details,143,Method description,,_Method.Entry_ID,Y,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,Y,?,N,N,N,N,Y,,Entry,ID,,Method,EntryID,Method,Entry_ID,N,4040,Y,VVVVV,VVVVVV,?,?,?,,Y,?,3,?,Y,N,1;2,Entry;Computer,ID;Entry_ID,?,n/a
13520,method,N,R,4,experimental_details,143,Method description,,_Method.Sf_ID,Y,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,,,,Method,SfID,Method,Sf_ID,N,4050,Y,IIIII,IIIIII,?,?,?,,N,?,4,?,Y,N,?,?,?,?,n/a
13530,method,N,R,4,experimental_details,143,Method description,,_Method.ID,Y,HHHHH,N,,ID,0,INTEGER,int,NOT NULL,,N,Y,Y,N,N,N,N,Y,,,,,Method,MethodID,Method,ID,N,4060,Y,VVVVV,VVVVVV,?,?,?,,N,?,5,?,Y,N,?,?,?,?,Method ID
13540,method,N,R,4,experimental_details,143,Method description,,_Method.Derivation_type,Y,HHHHH,N,,Derivation type,0,VARCHAR(127),line,NOT NULL,,N,?,?,N,N,N,N,,,,,,Method,DerivationType,Method,Derivation_type,N,4070,Y,VVVVV,VVVVVV,?,?,?,,N,?,0,?,Y,N,?,?,?,?,Derivation type
13550,method,N,R,4,experimental_details,143,Method description,,_Method.Details,Y,NHHHH,N,,Details,2,TEXT,text,,,N,?,?,N,N,N,N,,,,,,Method,Details,Method,Details,N,4080,Y,OOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?,Details
13560,method,N,R,4,experimental_details,143,Method description,,_Method.Computer_ID,Y,HHHHH,N,,Computer ID,0,INTEGER,int,,,N,?,?,N,N,N,N,,,Computer,ID,,Method,ComputerID,Method,Computer_ID,N,4090,Y,OOOOO,OOOOOO,?,?,?,,N,?,7,?,Y,N,2,Computer,ID,?,Computer ID
13570,method,N,R,4,experimental_details,143,Method description,,_Method.Computer_label,Y,HHHHH,N,,Computer label,0,VARCHAR(127),framecode,,,N,?,?,N,N,N,Y,,,Computer,Sf_framecode,,Method,ComputerLabel,Method,Computer_label,N,4100,Y,OOOOO,OOOOOO,?,?,?,,N,?,8,?,Y,N,?,?,?,?,Computer label
13580,method,N,T6,4,experimental_details,143,Method file,,_Method_file.ID,Y,HHHHH,N,,ID,0,INTEGER,int,NOT NULL,,N,Y,?,N,N,N,N,,,,,,MethodFile,MethodFileID,Method_file,ID,Y,10,Y,OOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?,n/a
13590,method,N,T6,4,experimental_details,143,Method file,,_Method_file.Name,Y,HHHHH,N,,Name,0,VARCHAR(127),line,NOT NULL,,N,?,?,N,N,N,N,Y,,,,,MethodFile,Name,Method_file,Name,Y,20,Y,OOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?,n/a
13600,method,N,T6,4,experimental_details,143,Method file,,_Method_file.Text_format,Y,HHHHH,N,,Text format,0,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,MethodFile,TextFormat,Method_file,Text_format,Y,30,Y,OOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?,Text format
13610,method,N,T6,4,experimental_details,143,Method file,,_Method_file.Text,Y,HHHHH,N,,Text,0,TEXT,text,,,N,?,?,N,N,N,N,,,,,,MethodFile,Text,Method_file,Text,Y,40,Y,OOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?,Text
13620,method,N,T6,4,experimental_details,143,Method file,,_Method_file.Sf_ID,Y,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Method,Sf_ID,,MethodFile,SfID,Method_file,Sf_ID,Y,50,Y,IIIII,IIIIII,?,?,?,,N,?,4,?,Y,N,9,Method,Sf_ID,?,n/a
13630,method,N,T6,4,experimental_details,143,Method file,,_Method_file.Entry_ID,Y,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,Y,,Method,Entry_ID,,MethodFile,EntryID,Method_file,Entry_ID,Y,60,Y,OOOOO,OOOOOO,?,?,?,,Y,?,3,?,Y,N,10,Method,Entry_ID,?,n/a
13640,method,N,T6,4,experimental_details,143,Method file,,_Method_file.Method_ID,Y,HHHHH,N,,Method ID,0,INTEGER,int,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Method,ID,,MethodFile,MethodID,Method_file,Method_ID,Y,70,Y,OOOOO,OOOOOO,?,?,?,,N,?,5,?,Y,N,10,Method,ID,?,n/a
13650,method,N,T6,4,experimental_details,143,Method parameter file,,_Method_param.File_name,Y,HHHHH,N,,File name,0,VARCHAR(127),line,NOT NULL,,N,Y,?,N,N,N,N,Y,,,,,MethodParam,FileName,Method_param,File_name,Y,10,Y,OOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?,Parameter file name
13660,method,N,T6,4,experimental_details,143,Method parameter file,,_Method_param.Text_format,Y,HHHHH,N,,Text format,0,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,MethodParam,TextFormat,Method_param,Text_format,Y,20,Y,OOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?,Parameter file text
13670,method,N,T6,4,experimental_details,143,Method parameter file,,_Method_param.Text,Y,HHHHH,N,,Text,0,TEXT,text,,,N,?,?,N,N,N,N,,,,,,MethodParam,Text,Method_param,Text,Y,30,Y,OOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?,Param file text
13680,method,N,T6,4,experimental_details,143,Method parameter file,,_Method_param.Sf_ID,Y,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Method,Sf_ID,,MethodParam,SfID,Method_param,Sf_ID,Y,40,Y,IIIII,IIIIII,?,?,?,,N,?,4,?,Y,N,9,Method,Sf_ID,?,n/a
13690,method,N,T6,4,experimental_details,143,Method parameter file,,_Method_param.Entry_ID,Y,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,Y,,Method,Entry_ID,,MethodParam,EntryID,Method_param,Entry_ID,Y,50,Y,OOOOO,OOOOOO,?,?,?,,Y,?,3,?,Y,N,10,Method,Entry_ID,?,n/a
