category type,category,Description
item_category,Assigned_chem_shift_list,Items in the assigned_chem_shift_list category provide information about a list of reported assigned chemical shift values.
item_category,Chem_shift_experiment,Items in the chem_shift_experiment category provide pointers to the NMR experiments and samples used to collect the data for a set of reported assigned chemical shifts.
item_category,Systematic_chem_shift_offset,Items in the systematic_chem_shift_offset category define chemical shift offsets that systematically affect all chemical shifts in a set of assigned chemical shifts for specific nuclei.
item_category,Chem_shift_software,Items in the chem_shift_software category provide pointers to the software category and methods category.
item_category,Atom_chem_shift,Items in the atom_chem_shift category describe the chemical shift values assigned to specific atoms in a molecular assembly.
item_category,Ambiguous_atom_chem_shift,Items in the ambiguous_atom_chem_shift category define how ambiguous assigned chemical shifts from the atom_chem_shift category should be grouped.
item_category,Chem_shifts_calc_type,Items in the chem_shifts_calc_type category provide information about type of calculation used to derive a set of theoretical chemical shift values.
item_category,Chem_shifts_calc_software,Items in the chem_shifts_calc_software category provide pointers to the software category and methods category where descriptions of software applications and methods can be found.
item_category,Theoretical_chem_shift_list,Items in the theoretical_chem_shift_list category provide information about a list of reported theoretical chemical shift values calculated for one or more molecular entities.
item_category,Theoretical_chem_shift,Items in the theoretical_chem_shift category describe the theoretical chemical shift values calculated for specific atoms in a molecular assembly.
item_category,Coupling_constant_list,Items in the coupling_constant_list category provide information about a list of reported scalar coupling constant values.
item_category,Coupling_constant_experiment,Items in the coupling_constant_experiment category provide pointers to the NMR experiments and samples used to collect the data for a set of reported scalar coupling constants.
item_category,Coupling_constant_software,Items in the coupling_constant_software category provide pointers to the software category and methods category where descriptions of software applications and methods can be found.
item_category,Coupling_constant,Items in the coupling_constant category describe the scalar coupling constants values assigned to specific atoms in a molecular assembly.
item_category,Theoretical_coupling_constant_list,Items in the theoretical_coupling_constant_list category provide information about a list of reported theoretical coupling constant values.
item_category,Theoretical_coupling_constant_experiment,Items in the theoretical_coupling_constant_experiment category may provide pointers to the NMR experiments modeled in calculating the theoretical coupling constants. This items may not be used.
item_category,Theoretical_coupling_constant_software,Items in the theoretical_coupling_constant_software category provides pointers to the software and methods used to generate the theoretical coupling constants.
item_category,Theoretical_coupling_constant,Items in the theoretical_coupling_constant category describe the theoretical coupling constant values assigned to specific atoms in a molecular assembly.
item_category,Spectral_peak_list,Items in the spectral_peak_list category provide information about a list of reported spectral peak characteristic values.
item_category,Spectral_dim,Items in the spectral_dim category describe the parameters of each dimension in the NMR experiment used to generate the spectral peak list.
item_category,Spectral_dim_transfer,Items in the spectral_dim_transfer describe the magnetization transfer path in the NMR spectrum that is the source of the peak list in the save frame.
item_category,Spectral_peak_software,Items in the spectral_peak_software category provide pointers to the software category and methods category where descriptions of software applications and methods can be found.
item_category,Peak,Items in the peak category define the identification code for the peaks in an NMR spectrum and the figure of merit for each peak.
item_category,Peak_general_char,Items in the peak_general_char category provide quantitative information about the peak that is not specific to individual dimensions of the spectral data.
item_category,Peak_char,Items in the peak_char category provide quantitative information about the peak that is specific to the dimensions of the spectral data.
item_category,Peak_coupling,Items in the peak_coupling category provide quantitative information about the scalar coupling observed through the peak splitting.
item_category,Peak_contribution,Items in the peak_contribution category define the percent contribution of a signal from one resonance to the total intensity of a spectral peak.
item_category,Assigned_peak_chem_shift,Items in the assigned_peak_chem_shift category define the atom(s) assigned to individual peaks in the spectral peak list.
item_category,Peak_row_format,Items in the peak_row_format category describe the characteristics and assignments for the spectral peaks in a single row format.
item_category,Spectral_transition,Items in the spectral_transition category assign a unique identifier to a spectral transition and define the link between the spectral transition and a spectral peak. An example of a spectral transition would be one of the transitions observed in a spectral doublet resulting from scalar coupling.
item_category,Spectral_transition_general_char,Items in the spectral_transition_general_char category describe the characteristics that are general to the transition.
item_category,Spectral_transition_char,Items in the spectral_transiition_char category describe characteristics of the spectral transition that are dependent on the dimension of the spectrum.
item_category,Spectral_transition_contrib,Items in the spectral_transition_contrib category define the percent contribution of a signal to the total intensity of a spectral transition.
item_category,Assigned_spectral_transition,Items in the assigned_spectral_transition category provide the assignment of the spectral transition to atoms in the molecular system under study.
item_category,Resonance_linker_list,Items in the resonance_linker_list provide meta information regarding the CCPN system of resonance information used in defining the source of NMR spectral information used to derive peak assignments and various other data. 
item_category,Resonance,Items in the resonance category provide the parent resonance ID value and links to other categories of the resonance system.
item_category,Resonance_covalent_link,Items in the resonance_covalent_link category define resonances that are linked by covalent bonds.
item_category,Resonance_assignment,Items in the resonance_assignment category are used to link resonances to specific atoms in the molecular system.
item_category,Spin_system,Items in the spin_system category define a set of atoms that as a group are link by their nuclear spin interactions.
item_category,Spin_system_link,Items in the spin_system category define the linkage between the assigned spin systems in the molecular entity.
item_category,Chem_shift_isotope_effect_list,Items in the chem_shift_isotope_effect_list category provide information about a list of reported chemical shift values that measure the effects of isotopic substitutions in a molecular entity.
item_category,Isotope_effect_experiment,Items in the isotope_effect_experiment category provide pointers to the NMR experiments and samples used to collect the data for a set of chemical shift data that report the effect of isotopic substitutions in a molecular assembly.
item_category,Isotope_effect_software,Items in the isotope_effect_software category provide pointers to the software category and methods category where descriptions of software applications and methods can be found.
item_category,Isotope_effect,Items in the atom_chem_shift category describe the chemical shift value assigned to specific atoms in a molecular assembly.
item_category,Isotope_label_pattern,Items in the isotope_label_pattern define the isotope number of the atoms in the molecules studied.
item_category,Chem_shift_perturbation_list,Items in the mol_interaction_chem_shift_diff category provide information about a list of reported chemical shift values resulting from the interactions between molecules in a molecular assembly.
item_category,Chem_shift_perturbation_experiment,Items in the mol_interaction_diff_experiment category provide pointers to the NMR experiments and samples used to collect the data for a set of reported chemical shifts that represent the effect of two or molecules interaction with each other.
item_category,Chem_shift_perturbation_software,Items in the mol_interaction_diff_software category provide pointers to the software category and methods category where descriptions of software applications and methods can be found.
item_category,Chem_shift_perturbation,Items in the mol_interaction_chem_shift category describe the chemical shift values assigned to specific atoms in a molecular assembly that result from the interactions between molecules in the molecular assembly.
item_category,Chem_shift_anisotropy,Items in the chem_shift_anisotropy category provide information about a list of reported  chemical shift anisotropy values.
item_category,CS_anisotropy_experiment,Items in the CS_anisotropy_experiment category provide pointers to the NMR experiments and samples used to collect the data for a set of reported chemical shift anisotropy data.
item_category,CS_anisotropy_software,Items in the CS_anisotropy_software category provide pointers to the software category and methods category where descriptions of software applications and methods can be found.
item_category,CS_anisotropy,Items in the CS_anisotropy category describe the chemical shift anisotropy values assigned to specific atoms in a molecular assembly.
item_category,RDC_list,Items in the RDC_list category provide information about a list of reported residual dipolar coupling values.
item_category,RDC_experiment,Items in the RDC_experiment category provide pointers to the NMR experiments and samples used to collect the data for a set of reported residual dipolar coupling values.
item_category,RDC_software,Items in the RDC_software category provide pointers to the software category and methods category where descriptions of software applications and methods can be found.
item_category,RDC,Items in the RDC category describe the residual dipolar coupling values assigned to specific atoms in a molecular assembly.
item_category,Dipolar_coupling_list,Items in the dipolar_coupling_list category provide information about a list of reported dipolar coupling values.
item_category,Dipolar_coupling_experiment,Items in the dipolar_coupling_experiment category provide pointers to the NMR experiments and samples used to collect the data for a set of reported dipolar coupling values.
item_category,Dipolar_coupling_software,Items in the dipolar_coupling_software category provide pointers to the software category and methods category where descriptions of software applications and methods can be found.
item_category,Dipolar_coupling,Items in the dipolar_coupling category describe the dipolar coupling values assigned to specific atoms in a molecular assembly.
item_category,Spectral_density_list,Items in the spectral_density_list category provide information about a list of reported spectral density values.
item_category,Spectral_density_experiment,Items in the spectral_density_experiment category provide pointers to the NMR experiments and samples used to collect the data for a set of reported spectral density values.
item_category,Spectral_density_software,Items in the spectral_density_software category provide pointers to the software category and methods category where descriptions of software applications and methods can be found.
item_category,Spectral_density,Items in the spectral_density category describe the spectral density values assigned to a molecular assembly.
item_category,Other_data_type_list,Items in the other_data_type_list category provide information about a list of reported data that do not fit in any of the data categories that are specifically defined in the dictionary.
item_category,Other_data_experiment,Items in the other_data_experiment category provide pointers to the NMR experiments and samples used to collect the data.
item_category,Other_data_software,Items in the other_data_software category provide pointers to the software category and methods category where descriptions of software applications and methods can be found.
item_category,Other_data,Items in the other_data category describe the values for kinds of experimental data not described in other categories in the dictionary.
item_category,Chemical_rate_list,Items in the chemical_rate_list category provide information about the list of chemical rate values contained in an entry. 
item_category,Chemical_rate_experiment,Items in the chemical_rate_experiment category provide pointers to the NMR or other biophysical technique experiments used to collect the data used to determine the listed chemical rate values.
item_category,Chemical_rate_software,Items in the chemical_rate_software category provide pointers to the information about the software used to generate the listed chemical rate values.
item_category,Chemical_rate,Items in the chemical_rate category define the reported quantitative chemical rate values.
item_category,H_exch_rate_list,Items in the H_exch_rate_list category provide information about a list of reported hydrogen exchange rate values.
item_category,H_exch_rate_experiment,Items in the H_exch_rate_experiment category provide pointers to the NMR experiments and samples used to collect the data for a set of reported hydrogen exchange rates.
item_category,H_exch_rate_software,Items in the H_exch_rate_software category provide pointers to the software category and methods category where descriptions of software applications and methods can be found.
item_category,H_exch_rate,Items in the H_exch_rate category describe the hydrogen exchange rate values assigned to specific atoms in a molecular assembly.
item_category,H_exch_protection_factor_list,Items in the H_exch_protection_factor_list category provide information about a list of reported hydrogen exchange protection factor values.
item_category,H_exch_protection_fact_experiment,Items in the H_exch_protection_fact_experiment category provide pointers to the NMR experiments and samples used to collect the data for a set of reported hydrogen exchange protection factors.
item_category,H_exch_protection_fact_software,Items in the H_exch_protect_fact_software category provide pointers to the software category and methods category where descriptions of software applications and methods can be found.
item_category,H_exch_protection_factor,Items in the H_exch_protection_factor category describe the hydrogen exchange protection factor values assigned to specific atoms in a molecular assembly.
item_category,Homonucl_NOE_list,Items in the homonucl_NOE_list category provide information about a list of reported homonuclear NOE values.
item_category,Homonucl_NOE_experiment,Items in the homonucl_NOE_experiment category provide pointers to the NMR experiments and samples used to collect the data for a set of reported homonuclear NOE values.
item_category,Homonucl_NOE_software,Items in the homonucl_NOE_software category provide pointers to the software category and methods category where descriptions of software applications and methods can be found.
item_category,Homonucl_NOE,Items in the homonucl_NOE category capture homonuclear NOE values for pairs of nuclei.
item_category,Heteronucl_NOE_list,Items in the heteronucl_NOE_list category provide information about a list of reported heteronuclear NOE values.
item_category,Heteronucl_NOE_experiment,Items in the heteronucl_NOE_experiment category provide pointers to the NMR experiments and samples used to collect the data for a set of reported heteronuclear NOE values.
item_category,Heteronucl_NOE_software,Items in the heteronucl_NOE_software category provide pointers to the software category and methods category where descriptions of software applications and methods can be found.
item_category,Heteronucl_NOE,Items in the heteronucl_NOE category capture heteronuclear NOE values for pairs of nuclei.
item_category,Theoretical_heteronucl_NOE_list,Items in the theoretical_heteronucl_NOE_list category provide information about a list of reported theoretical heteronuclear NOE values.
item_category,Theoretical_heteronucl_NOE_experiment,Items in the theoretical_heteronucl_NOE_experiment category may provide pointers to NMR experiments and samples modeled to generate the data for a set of reported theoretical heteronuclear NOE values.
item_category,Theoretical_heteronucl_NOE_software,Items in the theoretical_heteronucl_NOE_software category provide pointers to the software category and methods category where descriptions of software applications and methods used to generate the theoretical heteronuclear NOE values can be found.
item_category,Theoretical_heteronucl_NOE,Items in the theoretical_heteronucl_NOE category capture theoretical heteronuclear NOE values for pairs of nuclei.
item_category,Heteronucl_T1_list,Items in the heteronucl_T1_list category provide information about a list of reported heteronuclear T1 relaxation values.
item_category,Heteronucl_T1_experiment,Items in the heteronucl_T1_experiment category provide pointers to the NMR experiments and samples used to collect the data for a set of reported heteronuclear T1 values.
item_category,Heteronucl_T1_software,Items in the heteronucl_T1_software category provide pointers to the software category and methods category where descriptions of software applications and methods can be found.
item_category,T1,Items in the T1 category capture T1 relaxation values for defined nuclei.
item_category,Theoretical_heteronucl_T1_list,Items in the theoretical_heteronucl_T1_list category provide information about a list of reported theoretical heteronuclear T1 relaxation values.
item_category,Theoretical_heteronucl_T1_experiment,Items in the theoretical_heteronucl_T1_experiment category may provide pointers to the NMR experiments and samples modeled to generate the data for a set of reported theoretical heteronuclear T1 values.
item_category,Theoretical_heteronucl_T1_software,Items in the theoretical_heteronucl_T1_software category provide pointers to the software category and methods category where descriptions of software applications and methods used to generate the theoretical data can be found.
item_category,Theoretical_T1,Items in the theoretical_T1 category capture theoretical T1 relaxation values for defined nuclei.
item_category,Heteronucl_T1rho_list,Items in the heteronucl_T1rho_list category provide information about a list of reported heteronuclear T1rho values.
item_category,Heteronucl_T1rho_experiment,Items in the heteronucl_T1rho_experiment category provide pointers to the NMR experiments and samples used to collect the data for a set of reported heteronuclear T1rho values.
item_category,Heteronucl_T1rho_software,Items in the heteronucl_T1rho_software category provide pointers to the software category and methods category where descriptions of software applications and methods can be found.
item_category,T1rho,Items in the T1rho category capture T1rho relaxation values for defined nuclei.
item_category,Heteronucl_T2_list,Items in the heteronucl_T2_list category provide information about a list of reported heteronuclear T2 relaxation values.
item_category,Heteronucl_T2_experiment,Items in the heteronucl_T2_experiment category provide pointers to the NMR experiments and samples used to collect the data for a set of reported heteronuclear T2 relaxation values.
item_category,Heteronucl_T2_software,Items in the heteronucl_T2_software category provide pointers to the software category and methods category where descriptions of software applications and methods can be found.
item_category,T2,Items in the T2 category capture T2 relaxation values for defined nuclei.
item_category,Theoretical_heteronucl_T2_list,Items in the theoretical_heteronucl_T2_list category provide information about a list of reported theoretical heteronuclear T2 relaxation values.
item_category,Theoretical_heteronucl_T2_experiment,Items in the theoretical_heteronucl_T2_experiment category may provide pointers to the NMR experiments and samples modeled to generate the data for a set of reported theoretical heteronuclear T2 values.
item_category,Theoretical_heteronucl_T2_software,Items in the theoretical_heteronucl_T2_software category provide pointers to the software category and methods category where descriptions of software applications and methods used to generate the theoretical data can be found.
item_category,Theoretical_T2,Items in the theoretical_T2 category capture theoretical T2 relaxation values for defined nuclei.
item_category,Auto_relaxation_list,Items in the auto_relaxation_list category provide information about a list of reported relaxation parameters.
item_category,Auto_relaxation_experiment,Items in the auto_relaxation_experiment category contain the links to the NMR experiments used to derive the reported relaxation parameters.
item_category,Auto_relaxation_software,Items in the auto_relaxation_software category define links to the software tools used to derive the reported relaxation parameters.
item_category,Auto_relaxation,Items in the auto_relaxation category provide the quantitative values for the reported relaxation parameters and their assignmen to atoms in the molecular system studied.
item_category,Theoretical_auto_relaxation_list,Items in the theoretical_auto_relaxation_list category provide information about a list of reported theoretical auto relaxation values.
item_category,Theoretical_auto_relaxation_experiment,Items in the theoretical_auto_relaxation_experiment category may provide pointers to the NMR experiments and samples modeled to generate the data for a set of reported theoretical auto relaxation data.
item_category,Theoretical_auto_relaxation_software,Items in the theoretical_auto_relaxation_software category provide pointers to the software category and methods category where descriptions of software applications and methods used to generate the theoretical data.
item_category,Theoretical_auto_relaxation,Items in the theoretical_auto_relaxation category capture theoretical auto relaxation values for defined nuclei in a molecular assembly.
item_category,Dipole_dipole_relax_list,Items in the dipole_dipole_relax_list category provide information about a list of reported dipole-dipole relaxation values.
item_category,Dipole_dipole_relax_experiment,Items in the dipole_dipole_relax_experiment category provide pointers to the NMR experiments and samples used to collect the data for a set of reported dipole-dipole relaxation values.
item_category,Dipole_dipole_relax_software,Items in the dipole_dipole_relax_software category provide pointers to the software category and methods category where descriptions of software applications and methods can be found.
item_category,Dipole_dipole_relax,Items in the dipole_dipole_relax category describe the dipole-dipole relaxation values assigned to a molecular assembly.
item_category,Cross_correlation_DD_list,Items in the cross_correlation_DD_list category provide information about a list of reported dipole-dipole cross correlation values.
item_category,Cross_correlation_DD_experiment,Items in the cross_correlation_DD_experiment category provide pointers to the NMR experiments and samples used to collect the data for a set of reported cross-correlation dipole-dipole relaxation values.
item_category,Cross_correlation_DD_software,Items in the cross_correlation_DD_software category provide pointers to the software category and methods category where descriptions of software applications and methods can be found.
item_category,Cross_correlation_DD,Items in the cross_correlation_DD category describe the dipole-dipole cross-correlation values assigned to a molecular assembly.
item_category,Theoretical_cross_correlation_DD_list,Items in the theoretical_cross_correlation_DD_list category provide information about a list of reported theoretical dipole-dipole cross correlation values.
item_category,Theoretical_cross_correlation_DD_experiment,Items in the theoretical_cross_correlation_DD_experiment category may provide pointers to the NMR experiments and samples modeled to collect the data for a set of reported theoretical cross-correlation dipole-dipole relaxation values.
item_category,Theoretical_cross_correlation_DD_software,Items in the theoretical_cross_correlation_DD_software category provide pointers to the software category and methods category where descriptions of software applications and methods used to generate the theoretical cross correlation dipole-dipole values can be found.
item_category,Theoretical_cross_correlation_DD,Items in the theoretical_cross_correlation_DD category describe the theoretical cross-correlation dipole-dipole values assigned to a molecular assembly.
item_category,Cross_correlation_D_CSA_list,Items in the cross_correlation_D_CSA_list category provide information about a list of reported dipole-chemical shift anisotropy cross correlation values.
item_category,Cross_correlation_D_CSA_experiment,Items in the cross_correlation_D_CSA_experiment category provide pointers to the NMR experiments and samples used to collect the data for a set of reported cross-correlation dipole chemical shift anisotropy data.
item_category,Cross_correlation_D_CSA_software,Items in the cross_correlation_D_CSA_software category provide pointers to the software category and methods category where descriptions of software applications and methods can be found.
item_category,Cross_correlation_D_CSA,Items in the cross_correlation_D_CSA category describe the dipole-chemical shift anisotropy cross-correlation values assigned to a molecular assembly.
item_category,Order_parameter_list,Items in the order_parameter_list category provide information about a list of reported order parameter values.
item_category,Order_parameter_experiment,Items in the order_parameter_experiment category provide pointers to the NMR experiments and samples used to collect the data for a set of reported order parameters.
item_category,Order_parameter_software,Items in the order_parameter_software category provide pointers to the software category and methods category where descriptions of software applications and methods can be found.
item_category,Order_param,Items in the order_param category describe the order parameter values assigned to specific atoms in a molecular assembly.
item_category,PH_titration_list,Items in the pH_titration_list category provide information about a list of reported pH titration experimental values.
item_category,PH_titration_experiment,Items in the pH_titration_experiment category provide pointers to the NMR experiments and samples used to collect the data for a set of reported pH titration experiments.
item_category,PH_titration_software,Items in the pH_titration_software category provide pointers to the software category and methods category where descriptions of software applications and methods can be found.
item_category,PH_titr_result,Items in the pH_titr_result category describe the pKa or pHmid values that have been determined and the functional groups involved.
item_category,PH_param_list,Items in the pH_param_list category provided meta data regarding the pH parameter values measured and used to calculate pK values and related parameters.
item_category,PH_param,Items in the pH_param category define the measured values used to calculate pK values and related parameters.
item_category,D_H_fractionation_factor_list,Items in the D_H_fractionation_factor_list category provide information about a list of reported deuterium/hydrogen fractionation factor values.
item_category,D_H_fract_factor_experiment,Items in the D_H_fract_factor_experiment category provide pointers to the NMR experiments and samples used to collect the data for a set of reported D/H fractionation factors.
item_category,D_H_fract_factor_software,Items in the D_H_fract_factor_software category provide pointers to the software category and methods category where descriptions of software applications and methods can be found.
item_category,D_H_fractionation_factor,Items in the D_H_fractionation_factor category describe the deuterium/hydrogen fractionation factor values for a molecular assembly.
item_category,Binding_value_list,Items in the binding_value_list category provide information about a list of reported binding constant experimental values.
item_category,Binding_experiment,Items in the binding_experiment category provide pointers to the experiments and samples used to collect the data for a set of reported chemical binding experiments.
item_category,Binding_software,Items in the binding_software category provide pointers to the software category and methods category where descriptions of software applications and methods used to collect the reported data can be found.
item_category,Binding_result,Items in the binding_result category describe the binding values that have been determined.
item_category,Binding_partners,Items in the binding_partners category define the entities in the molecular assembly that are involved in the binding interaction that has been quantitated and reported.
item_category,Binding_param_list,Items in the binding_param_list category provide details on the list of binding parameter data contained in the save frame.
item_category,Binding_param,Items in the binding_param category provide the experimental values from a binding experiment used to determine a binding constant.
item_category,Deduced_secd_struct_list,Items in the deduced_secd_struct_list category provide information about a list of reported secondary structure elements deduced from experimental data and not from a calculated structure.
item_category,Deduced_secd_struct_experiment,Items in the deduced_secd_struct_experiment category provide pointers to the NMR experiments and samples used to derive the data.
item_category,Deduced_secd_struct_software,Items in the deduced_secd_struct_software category provide pointers to the software category and methods category where descriptions of software applications and methods can be found.
item_category,Deduced_secd_struct_exptl,Items in the deduced_secd_struct_exptl describe secondary structure elements and their orientations determined experimentally.
item_category,Deduced_secd_struct_feature,Items in the deduced_secd_struct_feature category define the kinds of secondary structure features that have been deduced to exist from the experimental data in an entry.
item_category,Deduced_H_bond_list,Items in the deduced_H_bond_list category provide information about a list of reported hydrogen bonds deduced from experimental data and not from a calculated structure.
item_category,Deduced_H_bond_experiment,Items in the deduced_H_bond_experiment category provide pointers to the NMR experiments and samples used to derive the data.
item_category,Deduced_H_bond_software,Items in the deduced_H_bond_software category provide pointers to the software category and methods category where descriptions of software applications and methods can be found.
item_category,Deduced_H_bond,Items in the deduced_H_bond category define the hydrogen bonds that have been deduced to exist in a molecular structure from the experimental data provided in an entry.
item_category,Conformer_stat_list,Items in the conformer_stat_list category provide information about a list of reported statistics derived from a set of conformers calculated for a molecular assembly.
item_category,Conformer_stat_list_ens,Items in the conformer_stat_list_ens category provide statistical measures describing the characteristics and quality of the ensemble of conformers provided in the entry.
item_category,Conformer_stat_list_rep,Items in the conformer_stat_list_rep category provide statistical measures describing the characteristics and quality of the representative structure provided in the entry.
item_category,Conf_stats_software,Items in the conf_stats_software category provide pointers to the software category and methods category where descriptions of software applications and methods can be found.
item_category,Conformer_family_coord_set,Items in the conformer_family_coord_set category provide meta data regarding the atomic coordinates for a family of conformers reported in an entry.
item_category,Conformer_family_refinement,Items in the conformer_family_refinement category define the refinement methods used in calculating the reported family of conformers.
item_category,Conformer_family_software,Items in the conformer_family_software category provide pointers to the software category and methods category where descriptions of software applications and methods can be found.
item_category,Energetic_penalty_function,Items in the energetic_penalty_function category provide descriptions for the energy penalty functions used in calculating the reported family of conformers.
item_category,Conformer_family_coord_set_expt,Items in the conformer_family_coord_set_expt category provide pointers to the NMR experiments and samples used to collect the data for a set of molecular conformers.
item_category,Conf_family_coord_set_constr_list,Items in the conf_family_coord_set_constr_list category provide pointers to the sets of constraints that were used to calculate the reported family of conformers.
item_category,Struct_image,Items in the struct_image category define the name of an electronic file and its format that contains an image of the structure(s) reported.
item_category,Local_structure_quality,Items in the local_structure_quality category define regions of a reported structure that are well defined by the experimental data and those that may ill-defined.
item_category,Model_type,Items in the model_type category define the characteristic of a specific model relative to other models in a set of models in the entry.
item_category,Atom_site,"Data items in the atom_site category record details about the atom sites in a macromolecular structure, such as the positional coordinates, atomic displacement parameters, magnetic moments and directions."
item_category,Atom_sites_footnote,Data items in the atom_sites_footnote category record detailed comments about an atom site or a group of atom sites.
item_category,Representative_conformer,Items in the representative_conformer category provide meta data regarding the representative conformer atomic coordinates.
item_category,Rep_conf_refinement,Items in the rep_conf_refinement category describe the refinement methods used in calculating the atomic coordinates for the reported representative conformer.
item_category,Rep_conf_software,Items in the rep_conf_software category provide links to the software used to create or define the representative conformer.
item_category,Terminal_residue,Items in the terminal_residue category define the terminal residue for each molecular entity in the representative conformer. 
item_category,Rep_conf,Items in the rep_conf category provide the atomic coordinates for the reported representative conformer.
item_category,Rep_coordinate_details,Items in the rep_coordinate_details provide additional information about individual atomic coordinates in the reported representative conformer.
item_category,Constraint_stat_list,Items in the constraint_stat_list category provide information about a list of reported constraint statistics derived from the constraints used to calculate the structure of a molecular assembly.
item_category,Constraint_stat_list_ens,Items in the constraint_stat_list_ens category record statistical information about the constraints used to calculate the reported ensemble of conformers.
item_category,Constraint_stat_list_rep,Items in the constraint_stat_list_rep category record statistical information about the constraints in relation to the reported representative conformer.
item_category,Constraint_stats_constr_list,Items in the constraint_stats_constr_list category define the sets of constraints used to calculate the statistical values reported.
item_category,Constraint_file,Items in the constraint_file category record the name of the constraint file$ the software used to calculate conformers with the constraint file$ and the characteristics of the constraints in the constraint file.
item_category,Force_constant_list,Items in the force_constant_list category provide information about a list of reported force constants used in calculating the structure of a molecular assembly.
item_category,Force_constant_software,Items in the force_constant_software category provide pointers to the software category and methods category where descriptions of software applications and methods can be found.
item_category,Force_constant,Items in the force_constant category record the force constant terms and their values used in calculating the reported conformers.
item_category,Angular_order_parameter_list,Items in the angular_order_parameter_list category provide information about a list of reported angular order parameter values.
item_category,Angular_order_param,Items in the angular_order_param category define the values of the angular order parameters calculated from the reported conformers.
item_category,Tertiary_struct_element_list,Items in the tertiary_struct_element_list category provide information about a list of reported annotations for tertiary structural elements found in the structure of a molecular assembly.
item_category,Tertiary_struct_element_sel,Items in the tertiary_struct_element_sel category provide pointers to the methods used to identify tertiary structural elements in the reported conformers.
item_category,Tertiary_struct,Items in the tertiary_struct category define the types and locations of the tertiary structure elements described for the reported conformers.
item_category,Structure_annotation,Items in the structure_annotation category are used to annotate the characteristics of a reported structure.
item_category,Struct_anno_software,Items in the struct_anno_software category provide links to software used to analyze a set of structure coordinates and generate annotations.
item_category,Struct_classification,Items in the struct_classification category provide information about a structures classification according to the guidelines established by community standards.
item_category,Struct_anno_char,Items in the struct_anno_char category define specific characteristics assigned to a reported structure at the level of residue$ fragment$ entity$ or whole moleccular system.
item_category,Secondary_struct_list,Items in the secondary_struct_list category provide information about a list of reported annotations for secondary structural elements found in the structure of a molecular assembly.
item_category,Secondary_struct_sel,Items in the secondary_struct_sel category provide pointers to the methods used to identify secondary structure elements in the reported conformers.
item_category,Secondary_struct,Items in the secondary_struct category define the types and locations of the secondary structure elements in the reported conformers.
item_category,Bond_annotation_list,Items in the bond_annotation_list category provide information about a list of reported bond annotations for the structure of a molecular assembly.
item_category,Bond_annotation,Items in the bond_annotation category record additional information describing characteristics of specific bonds in the reported conformers.
item_category,Bond_observed_conformer,Items in the bond_observed_conformer define the individual conformer within a family of conformers where the bond characteristics identified are found.
item_category,Structure_interaction_list,Items in the structure_interaction_list category provide information about a list of reported structure interaction annotations derived from the analysis of tertiary and/or quaternary structure of a molecular assembly.
item_category,Structure_interaction,Items in the structure_interaction category define the types and locations of structural interactions identified in the reported conformers.
item_category,Observed_conformer,Items in the observed_conformer category define the individual conformer(s) where the reported interactions are observed.
item_category,Other_struct_feature_list,Items in the other_struct_feature_list category provide information about a list of reported structure features for a molecular assembly.
item_category,Other_struct_feature,Items in the other_struct_feature category define the type of structure feature described and its location in the three-dimensional structure reported.
item_category,Tensor_list,Items in the tensor_list category are used to describe the tensors listed in the save frame.
item_category,Tensor,Items in the tensor category define one or more tensors.
item_category,Interatomic_distance_list,Items in the interatomic_distance_list category are used to describe the list of interatomic distance values provided in the save frame.
item_category,Interatomic_dist,Items in the interatomic_dist category define the distances between atoms in a structure.
item_category,Gen_dist_constraint_list,Items in the gen_dist_constraint_list category provide information about a list of distance restraints.
item_category,Gen_dist_constraint_expt,Items in the gen_dist_constraint_expt category define links to the experiments used to generate the data for producing the distance constraints.
item_category,Gen_dist_constraint_software,Items in the gen_dist_constraint_software category provide pointers to the software used to generate the distance constraints.
item_category,Gen_dist_constraint_software_param,Items in the gen_dist_constraint_software_param category provide a list of parameters and their values used with the software that generated the distance constraints.
item_category,Gen_dist_constraint,Items in the gen_dist_constraint category define the atoms associated with a specific distance constraint value.
item_category,Gen_dist_constraint_comment_org,Items in the gen_dist_constraint_comment_org category provide original comments extracted from constraint files containing distance constraint values.
item_category,Gen_dist_constraint_parse_err,Items in the gen_dist_constraint_parse_err category define the content and position of a segment of a distance constraint file that could not be parsed into NMR-STAR format.
item_category,Gen_dist_constraint_parse_file,Items in the gen_dist_constraint_parse_file category define the files parsed to generate the NMR-STAR file.
item_category,Gen_dist_constraint_conv_err,Items in the gen_dist_constraint_conv_err category describe errors that occurred in converting the constraints to normalize the data with the atomic coordinates.
item_category,Distance_constraint_list,Items in the distance_constraint_list category provide information about a list of reported distance constraint values.
item_category,Distance_constraint_expt,Items in the distance_constraint_expt category provide pointers to the NMR experiments and samples used to collect the data for a set of reported distance constraints.
item_category,Distance_constraint_software,Items in the distance_constraint_software category provide pointers to the software category and methods category where descriptions of software applications and methods can be found.
item_category,Dist_constr_software_setting,Items in the dist_constr_software_setting category provide a list of parameters and their values used in carrying out a structure calculation with the distance constraints provided.
item_category,Dist_constraint_tree,Items in the dist_constraint_tree define the ambiguity in assigning distance constraints to specific atom pairs.
item_category,Dist_constraint,Items in the dist_constraint category define the atoms associated with a specific distance constraint value.
