Dictionary sequence,SFCategory,ADIT super category ID,ADIT super category,ADIT category group ID,ADIT category view name,Tag,Item enumerated,Item enumeration closed,Data Type,Nullable,Row Index Key,Source Key,Table Primary Key,Foreign Table,Foreign Column,Loopflag,Seq,Example,SfNamelFlg,Sf category flag,Sf pointer,default value,Tag category,Tag field,BMRB data type,Dictionary description,?
3640,references,2,citations,42,Reference,_Reference.Authors,N,?,TEXT,?,N,?,?,?,?,Y,40,?,N,N,N,?,Reference,Authors,text,Text listing of the authors of the cited reference.,?
3650,references,2,citations,42,Reference,_Reference.Title,N,?,TEXT,?,N,?,?,?,?,Y,50,?,N,N,N,?,Reference,Title,text,Title for the publication.,?
3660,references,2,citations,42,Reference,_Reference.Journal_name_full,N,?,VARCHAR(127),?,N,?,?,?,?,Y,60,Journal of Biomolecular NMR,N,N,N,?,Reference,Journal_name_full,line,Full name used by the journal.,?
3670,references,2,citations,42,Reference,_Reference.Year,N,?,VARCHAR(15),?,N,?,?,?,?,Y,70,2017,N,N,N,?,Reference,Year,line,Calendar year when the article was published.,?
3680,references,2,citations,42,Reference,_Reference.Journal_volume,N,?,VARCHAR(15),?,N,?,?,?,?,Y,80,25,N,N,N,?,Reference,Journal_volume,code,Volume designation used by the journal.,?
3690,references,2,citations,42,Reference,_Reference.Journal_issue,N,?,VARCHAR(15),?,N,?,?,?,?,Y,90,14,N,N,N,?,Reference,Journal_issue,code,Issue designation used by the journal.,?
3700,references,2,citations,42,Reference,_Reference.DOI,N,?,VARCHAR(127),?,N,?,?,?,?,Y,100,?,N,N,N,?,Reference,DOI,line,The digital object identifier assigned to the reference.,?
3710,references,2,citations,42,Reference,_Reference.WWW_URL,N,?,TEXT,?,N,?,?,?,?,Y,110,?,N,N,N,?,Reference,WWW_URL,text,A World Wide Web universal locator that identifies the location of the cited material on the WWW.,?
3720,references,2,citations,42,Reference,_Reference.PubMed_ID,N,?,CHAR(12),?,N,?,?,?,?,Y,120,?,N,N,N,?,Reference,PubMed_ID,code,The identification code assigned to the publication by PubMed.,?
3730,references,2,citations,42,Reference,_Reference.PubMed_URL,N,?,TEXT,?,N,?,?,?,?,Y,130,?,N,N,N,?,Reference,PubMed_URL,text,The PubMed URL for the reference.,?
3740,references,2,citations,42,Reference,_Reference.PMC_ID,N,?,VARCHAR(127),?,N,?,?,?,?,Y,140,?,N,N,N,?,Reference,PMC_ID,line,The PubMed Central unique identifier assigned to the referencd publication.,?
3750,references,2,citations,42,Reference,_Reference.PMC_URL,N,?,TEXT,?,N,?,?,?,?,Y,150,?,N,N,N,?,Reference,PMC_URL,text,The PubMed Central URL for the referenced publication.,?
3760,references,2,citations,42,Reference,_Reference.Sf_ID,N,?,INTEGER,NOT NULL,N,?,?,Reference_list,Sf_ID,Y,160,?,N,N,N,?,Reference,Sf_ID,int,Pointer to '_Reference_list.Sf_ID',?
3770,references,2,citations,42,Reference,_Reference.Entry_ID,N,?,CHAR(12),NOT NULL,N,?,?,Reference_list,Entry_ID,Y,170,?,N,N,N,?,Reference,Entry_ID,code,Pointer to '_Entry.ID',?
3780,references,2,citations,42,Reference,_Reference.Reference_list_ID,N,?,INTEGER,NOT NULL,N,?,?,Reference_list,ID,Y,180,?,N,N,N,?,Reference,Reference_list_ID,int,Pointer to '_Reference_list.ID',?
3790,assembly,3,assembly_supercategory,70,Molecular assembly,_Assembly.Sf_category,N,?,VARCHAR(127),NOT NULL,N,?,?,?,?,N,2040,?,N,Y,N,?,Assembly,Sf_category,code,Category assigned to the information in the saveframe.,?
3800,assembly,3,assembly_supercategory,70,Molecular assembly,_Assembly.Sf_framecode,N,?,VARCHAR(127),NOT NULL,N,?,?,?,?,N,2050,?,Y,N,N,?,Assembly,Sf_framecode,framecode,A descriptive label for the molecular assembly studied.,?
3810,assembly,3,assembly_supercategory,70,Molecular assembly,_Assembly.Entry_ID,N,?,CHAR(12),NOT NULL,N,?,Y,Entry,ID,N,2060,?,N,N,N,?,Assembly,Entry_ID,code,Pointer to '_Entry.ID',?
3820,assembly,3,assembly_supercategory,70,Molecular assembly,_Assembly.Sf_ID,N,?,INTEGER,NOT NULL,N,Y,?,?,?,N,2070,?,N,N,N,?,Assembly,Sf_ID,int,An interger value that is the unique identifier for the save frame that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,?
3830,assembly,3,assembly_supercategory,70,Molecular assembly,_Assembly.ID,N,?,INTEGER,NOT NULL,N,Y,Y,?,?,N,2080,?,N,N,N,?,Assembly,ID,int,A code that uniquely identifies the molecular assembly described in the saveframe.,?
3840,assembly,3,assembly_supercategory,70,Molecular assembly,_Assembly.Name,N,?,VARCHAR(127),NOT NULL,N,?,?,?,?,N,2090,'p53 tetramer',N,N,N,?,Assembly,Name,line,Brief descriptive name for the molecular assembly studied.,?
3850,assembly,3,assembly_supercategory,70,Molecular assembly,_Assembly.BMRB_code,N,?,CHAR(12),?,N,?,?,?,?,N,2100,?,N,N,N,?,Assembly,BMRB_code,code,Unique identifier for the molecular system in the BMRB library of molecular system definitions.,?
3860,assembly,3,assembly_supercategory,70,Molecular assembly,_Assembly.Number_of_components,N,?,INTEGER,?,N,?,?,?,?,N,2110,4,N,N,N,?,Assembly,Number_of_components,int,An integer that represents the total number of molecular components that comprise the molecular system.,?
3870,assembly,3,assembly_supercategory,70,Molecular assembly,_Assembly.Organic_ligands,N,?,INTEGER,?,N,?,?,?,?,N,2120,1,N,N,N,?,Assembly,Organic_ligands,int,Total number of organic ligands known to exist in the full molecular system.,?
3880,assembly,3,assembly_supercategory,70,Molecular assembly,_Assembly.Metal_ions,N,?,INTEGER,?,N,?,?,?,?,N,2130,1,N,N,N,?,Assembly,Metal_ions,int,Total number of metal ions known to exist in the molecular system,?
3890,assembly,3,assembly_supercategory,70,Molecular assembly,_Assembly.Non_standard_bonds,N,?,BOOLEAN,?,N,?,?,?,?,N,2140,yes,N,N,N,?,Assembly,Non_standard_bonds,yes_no,The molecular assembly contains covalent bonds such as cross-linking disulfide bonds; non-standard residue-residue bonds; ligand-residue bonds; or metal coordination bonds.,?
3900,assembly,3,assembly_supercategory,70,Molecular assembly,_Assembly.Ambiguous_conformational_states,N,?,BOOLEAN,?,N,?,?,?,?,N,2150,yes,N,N,N,?,Assembly,Ambiguous_conformational_states,yes_no,A yes/no flag automatically filled in by BMRB software on the basis of the information (tag _Molecule_ambiguous conformational_states) provided in the saveframes used to described the molecules in the system.,?
3910,assembly,3,assembly_supercategory,70,Molecular assembly,_Assembly.Ambiguous_chem_comp_sites,N,?,BOOLEAN,?,N,?,?,?,?,N,2160,yes,N,N,N,?,Assembly,Ambiguous_chem_comp_sites,yes_no,A yes/no flag automatically filled in by BMRB software on the basis of information (tag _Mol_ambiguous_moiety_sites) provided in the saveframes used to described the molecules in the system.,?
3920,assembly,3,assembly_supercategory,70,Molecular assembly,_Assembly.Molecules_in_chemical_exchange,N,?,BOOLEAN,?,N,?,?,?,?,N,2170,yes,N,N,N,?,Assembly,Molecules_in_chemical_exchange,yes_no,A yes/no flag that indicates when two molecular components in the system are in chemical exchange (I.e. a ligand that exists in both the free and bound state).,?
3930,assembly,3,assembly_supercategory,70,Molecular assembly,_Assembly.Paramagnetic,N,?,BOOLEAN,NOT NULL,N,?,?,?,?,N,2180,yes,N,N,N,?,Assembly,Paramagnetic,yes_no,A Yes or No flag used to describe whether the system is paramagnetic.,?
3940,assembly,3,assembly_supercategory,70,Molecular assembly,_Assembly.Thiol_state,Y,N,VARCHAR(127),?,N,?,?,?,?,N,2190,all disulfide bound,N,N,N,?,Assembly,Thiol_state,line,Description of the state of the thiol groups in the molecular system.,?
3950,assembly,3,assembly_supercategory,70,Molecular assembly,_Assembly.Molecular_mass,N,?,FLOAT,?,N,?,?,?,?,N,2200,17600,N,N,N,?,Assembly,Molecular_mass,float,Mass of the molecular system in Daltons.  This value may be approximate.,?
3960,assembly,3,assembly_supercategory,70,Molecular assembly,_Assembly.Enzyme_commission_number,N,?,VARCHAR(127),?,N,?,?,?,?,N,2210,2.1.5.8.2,N,N,N,?,Assembly,Enzyme_commission_number,line,The Enzyme Commission decimal code (number) assigned to the protein or molecular assembly$ if available.,?
3970,assembly,3,assembly_supercategory,70,Molecular assembly,_Assembly.Details,N,?,TEXT,?,N,?,?,?,?,N,2220,?,N,N,N,?,Assembly,Details,text,Text description for the molecular system studied.,?
3980,assembly,3,assembly_supercategory,70,Molecular assembly,_Assembly.DB_query_date,N,?,DATETIME year to day,?,N,?,?,?,?,N,2230,?,N,N,N,?,Assembly,DB_query_date,yyyy-mm-dd,Date the database was queried to derive links to the molecular assembly studied.  GenBank is the database queried for these links.,?
3990,assembly,3,assembly_supercategory,70,Molecular assembly,_Assembly.DB_query_revised_last_date,N,?,DATETIME year to day,?,N,?,?,?,?,N,2240,?,N,N,N,?,Assembly,DB_query_revised_last_date,yyyy-mm-dd,The last date when new links to the molecular assembly were found through the database query.,?
4000,assembly,3,assembly_supercategory,70,Molecular assembly type,_Assembly_type.Type,Y,N,VARCHAR(127),NOT NULL,N,?,Y,?,?,Y,10,protein monomer,N,N,N,?,Assembly_type,Type,line,Enumerated list of brief descriptive phrases that provide a loose way of classifying the system.  A system may fit more than one item in the list and all appropriate values may be used for any specific system.,?
4010,assembly,3,assembly_supercategory,70,Molecular assembly type,_Assembly_type.Sf_ID,N,?,INTEGER,NOT NULL,N,?,?,Assembly,Sf_ID,Y,20,?,N,N,N,?,Assembly_type,Sf_ID,int,Pointer to '_Assembly.Sf_ID',?
4020,assembly,3,assembly_supercategory,70,Molecular assembly type,_Assembly_type.Entry_ID,N,?,CHAR(12),NOT NULL,N,?,Y,Assembly,Entry_ID,Y,30,?,N,N,N,?,Assembly_type,Entry_ID,code,Pointer to '_Entry.ID',?
4030,assembly,3,assembly_supercategory,70,Molecular assembly type,_Assembly_type.Assembly_ID,N,?,INTEGER,NOT NULL,N,?,Y,Assembly,ID,Y,40,?,N,N,N,?,Assembly_type,Assembly_ID,int,Pointer to '_Assembly.ID',?
4040,assembly,3,assembly_supercategory,70,Molecular assembly contents (polymer chains$ cofactors$ metal ions$ etc.),_Entity_assembly.ID,N,?,INTEGER,NOT NULL,Y,Y,Y,?,?,Y,10,1,N,N,N,?,Entity_assembly,ID,int,Unique identifier for each component in the entity assembly.,?
4050,assembly,3,assembly_supercategory,70,Molecular assembly contents (polymer chains$ cofactors$ metal ions$ etc.),_Entity_assembly.Entity_assembly_name,N,?,VARCHAR(127),?,N,Y,?,?,?,Y,20,subunit 1,N,N,N,?,Entity_assembly,Entity_assembly_name,line,Name for this molecular component of the molecular assembly,?
4060,assembly,3,assembly_supercategory,70,Molecular assembly contents (polymer chains$ cofactors$ metal ions$ etc.),_Entity_assembly.Entity_ID,N,?,INTEGER,NOT NULL,N,?,?,Entity,ID,Y,30,?,N,N,N,?,Entity_assembly,Entity_ID,int,Pointer to '_Entity.ID',?
4070,assembly,3,assembly_supercategory,70,Molecular assembly contents (polymer chains$ cofactors$ metal ions$ etc.),_Entity_assembly.Entity_label,N,?,VARCHAR(127),?,N,?,?,Entity,Sf_framecode,Y,40,HIV protease polypeptide,N,N,Y,?,Entity_assembly,Entity_label,framecode,This value points to the section of the entry where the chemical description is given for all assembly components of this type.  For a homodimer a chemical description of the monomer is given only once and is pointed to by this value although the assembly contains two monomers.,?
4080,assembly,3,assembly_supercategory,70,Molecular assembly contents (polymer chains$ cofactors$ metal ions$ etc.),_Entity_assembly.Asym_ID,N,?,CHAR(12),?,N,?,?,Struct_asym,ID,Y,50,A,N,N,N,A,Entity_assembly,Asym_ID,code,Pointer to '_Struct_asym.ID',?
4090,assembly,3,assembly_supercategory,70,Molecular assembly contents (polymer chains$ cofactors$ metal ions$ etc.),_Entity_assembly.PDB_chain_ID,N,?,VARCHAR(15),?,N,?,?,?,?,Y,60,A,N,N,N,?,Entity_assembly,PDB_chain_ID,code,PDB chain ID.,?
4100,assembly,3,assembly_supercategory,70,Molecular assembly contents (polymer chains$ cofactors$ metal ions$ etc.),_Entity_assembly.Experimental_data_reported,N,?,BOOLEAN,?,N,?,?,?,?,Y,70,yes,N,N,N,?,Entity_assembly,Experimental_data_reported,yes_no,A flag indicating whether experimental data for a specific component of the assembly is reported.,?
4110,assembly,3,assembly_supercategory,70,Molecular assembly contents (polymer chains$ cofactors$ metal ions$ etc.),_Entity_assembly.Physical_state,Y,N,VARCHAR(127),?,N,?,?,?,?,Y,80,native,N,N,N,native,Entity_assembly,Physical_state,line,An enumerated list of descriptive terms used to define the conformational state of the component of the assembly.,?
4120,assembly,3,assembly_supercategory,70,Molecular assembly contents (polymer chains$ cofactors$ metal ions$ etc.),_Entity_assembly.Conformational_isomer,N,?,BOOLEAN,?,N,?,?,?,?,Y,90,yes,N,N,N,no,Entity_assembly,Conformational_isomer,yes_no,A flag indicating whether the component of the system is a conformational isomer of another component of the system.,?
4130,assembly,3,assembly_supercategory,70,Molecular assembly contents (polymer chains$ cofactors$ metal ions$ etc.),_Entity_assembly.Chemical_exchange_state,N,?,BOOLEAN,?,N,?,?,?,?,Y,100,no,N,N,N,no,Entity_assembly,Chemical_exchange_state,yes_no,A flag indicating whether the component of the system is in chemical exchange with another component of the system.,?
4140,assembly,3,assembly_supercategory,70,Molecular assembly contents (polymer chains$ cofactors$ metal ions$ etc.),_Entity_assembly.Magnetic_equivalence_group_code,N,?,VARCHAR(15),?,N,?,?,?,?,Y,110,1,N,N,N,?,Entity_assembly,Magnetic_equivalence_group_code,code,Unique identifier for the group of assembly components within the assembly that are magnetically equivalent in that only one set of NMR peaks are observed for the group.,?
4150,assembly,3,assembly_supercategory,70,Molecular assembly contents (polymer chains$ cofactors$ metal ions$ etc.),_Entity_assembly.Role,N,?,VARCHAR(127),?,N,?,?,?,?,Y,120,catalytic unit,N,N,N,?,Entity_assembly,Role,line,The function of the asembly component within the assembly.,?
4160,assembly,3,assembly_supercategory,70,Molecular assembly contents (polymer chains$ cofactors$ metal ions$ etc.),_Entity_assembly.Details,N,?,TEXT,?,N,?,?,?,?,Y,130,The bound ATP is in slow exchange with the free form,N,N,N,?,Entity_assembly,Details,text,Text information describing the component of the assembly that is pertinent to the component as found in the assembly.  Specific details about the entity are given in the entity category.,?
4170,assembly,3,assembly_supercategory,70,Molecular assembly contents (polymer chains$ cofactors$ metal ions$ etc.),_Entity_assembly.Sf_ID,N,?,INTEGER,NOT NULL,N,?,?,Assembly,Sf_ID,Y,140,?,N,N,N,?,Entity_assembly,Sf_ID,int,Pointer to '_Assembly.Sf_ID',?
4180,assembly,3,assembly_supercategory,70,Molecular assembly contents (polymer chains$ cofactors$ metal ions$ etc.),_Entity_assembly.Entry_ID,N,?,CHAR(12),NOT NULL,N,?,Y,Assembly,Entry_ID,Y,150,?,N,N,N,?,Entity_assembly,Entry_ID,code,Pointer to '_Entry.ID',?
4190,assembly,3,assembly_supercategory,70,Molecular assembly contents (polymer chains$ cofactors$ metal ions$ etc.),_Entity_assembly.Assembly_ID,N,?,INTEGER,NOT NULL,N,?,Y,Assembly,ID,Y,160,?,N,N,N,?,Entity_assembly,Assembly_ID,int,Pointer to '_Assembly.ID',?
4200,assembly,3,assembly_supercategory,70,Intermolecular and interresidue bonds in the molecular assembly,_Bond.ID,N,?,INTEGER,NOT NULL,Y,?,Y,?,?,Y,10,1,N,N,N,?,Bond,ID,int,Unique identifier for the bond being defined.,?
4210,assembly,3,assembly_supercategory,70,Intermolecular and interresidue bonds in the molecular assembly,_Bond.Type,Y,N,VARCHAR(127),NOT NULL,N,?,?,?,?,Y,20,disulfide,N,N,N,?,Bond,Type,line,A descriptive phrase or word that characterized the bond.,?
4220,assembly,3,assembly_supercategory,70,Intermolecular and interresidue bonds in the molecular assembly,_Bond.Value_order,Y,Y,VARCHAR(127),NOT NULL,N,?,?,?,?,Y,30,SING,N,N,N,?,Bond,Value_order,line,The order of the bond between two atoms (i.e.$ single$ double$ etc.),?
4230,assembly,3,assembly_supercategory,70,Intermolecular and interresidue bonds in the molecular assembly,_Bond.Assembly_atom_ID_1,N,?,INTEGER,?,N,?,?,Atom,Assembly_atom_ID,Y,40,20345,N,N,N,?,Bond,Assembly_atom_ID_1,int,Pointer to '_Atom.Assembly_atom_ID',?
4240,assembly,3,assembly_supercategory,70,Intermolecular and interresidue bonds in the molecular assembly,_Bond.Entity_assembly_ID_1,N,?,INTEGER,NOT NULL,N,?,?,Entity_assembly,ID,Y,50,1,N,N,N,?,Bond,Entity_assembly_ID_1,int,Pointer to '_Entity_assembly.ID',?
4250,assembly,3,assembly_supercategory,70,Intermolecular and interresidue bonds in the molecular assembly,_Bond.Entity_assembly_name_1,N,?,VARCHAR(127),?,N,?,?,Entity_assembly,Entity_assembly_name,Y,60,?,N,N,N,?,Bond,Entity_assembly_name_1,line,Pointer to '_Entity_assembly.Entity_assembly_name',?
4260,assembly,3,assembly_supercategory,70,Intermolecular and interresidue bonds in the molecular assembly,_Bond.Entity_ID_1,N,?,INTEGER,NOT NULL,N,?,?,Entity,ID,Y,70,1,N,N,N,?,Bond,Entity_ID_1,int,Pointer to '_Entity.ID',?
4270,assembly,3,assembly_supercategory,70,Intermolecular and interresidue bonds in the molecular assembly,_Bond.Comp_ID_1,N,?,CHAR(12),NOT NULL,N,?,?,Chem_comp,ID,Y,80,Cys,N,N,N,?,Bond,Comp_ID_1,code,Pointer to '_Chem_comp.ID',?
4280,assembly,3,assembly_supercategory,70,Intermolecular and interresidue bonds in the molecular assembly,_Bond.Comp_index_ID_1,N,?,INTEGER,NOT NULL,N,?,?,Entity_comp_index,ID,Y,90,36,N,N,N,?,Bond,Comp_index_ID_1,int,Pointer to '_Entity_comp_index.ID',?
4290,assembly,3,assembly_supercategory,70,Intermolecular and interresidue bonds in the molecular assembly,_Bond.Seq_ID_1,N,?,INTEGER,NOT NULL,N,?,?,Entity_poly_seq,Num,Y,100,36,N,N,N,?,Bond,Seq_ID_1,int,Pointer to '_Entity_poly_seq.Num',?
4300,assembly,3,assembly_supercategory,70,Intermolecular and interresidue bonds in the molecular assembly,_Bond.Atom_ID_1,N,?,CHAR(12),NOT NULL,N,?,?,Chem_comp_atom,Atom_ID,Y,110,SG,N,N,N,?,Bond,Atom_ID_1,atcode,Pointer to '_Chem_comp_atom.Atom_ID',?
4310,assembly,3,assembly_supercategory,70,Intermolecular and interresidue bonds in the molecular assembly,_Bond.Assembly_atom_ID_2,N,?,INTEGER,?,N,?,?,Atom,Assembly_atom_ID,Y,120,15435,N,N,N,?,Bond,Assembly_atom_ID_2,int,Pointer to '_Atom.Assembly_atom_ID',?
4320,assembly,3,assembly_supercategory,70,Intermolecular and interresidue bonds in the molecular assembly,_Bond.Entity_assembly_ID_2,N,?,INTEGER,NOT NULL,N,?,?,Entity_assembly,ID,Y,130,2,N,N,N,?,Bond,Entity_assembly_ID_2,int,Pointer to '_Entity_assembly.ID',?
4330,assembly,3,assembly_supercategory,70,Intermolecular and interresidue bonds in the molecular assembly,_Bond.Entity_assembly_name_2,N,?,VARCHAR(127),?,N,?,?,Entity_assembly,Entity_assembly_name,Y,140,?,N,N,N,?,Bond,Entity_assembly_name_2,line,Pointer to '_Entity_assembly.Entity_assembly_name',?
4340,assembly,3,assembly_supercategory,70,Intermolecular and interresidue bonds in the molecular assembly,_Bond.Entity_ID_2,N,?,INTEGER,NOT NULL,N,?,?,Entity,ID,Y,150,2,N,N,N,?,Bond,Entity_ID_2,int,Pointer to '_Entity.ID',?
4350,assembly,3,assembly_supercategory,70,Intermolecular and interresidue bonds in the molecular assembly,_Bond.Comp_ID_2,N,?,CHAR(12),NOT NULL,N,?,?,Chem_comp,ID,Y,160,Cys,N,N,N,?,Bond,Comp_ID_2,code,Pointer to '_Chem_comp.ID',?
4360,assembly,3,assembly_supercategory,70,Intermolecular and interresidue bonds in the molecular assembly,_Bond.Comp_index_ID_2,N,?,INTEGER,NOT NULL,N,?,?,Entity_comp_index,ID,Y,170,5,N,N,N,?,Bond,Comp_index_ID_2,int,Pointer to '_Entity_comp_index.ID',?
4370,assembly,3,assembly_supercategory,70,Intermolecular and interresidue bonds in the molecular assembly,_Bond.Seq_ID_2,N,?,INTEGER,NOT NULL,N,?,?,Entity_poly_seq,Num,Y,180,5,N,N,N,?,Bond,Seq_ID_2,int,Pointer to '_Entity_poly_seq.Num',?
4380,assembly,3,assembly_supercategory,70,Intermolecular and interresidue bonds in the molecular assembly,_Bond.Atom_ID_2,N,?,CHAR(12),NOT NULL,N,?,?,Chem_comp_atom,Atom_ID,Y,190,SG,N,N,N,?,Bond,Atom_ID_2,atcode,Pointer to '_Chem_comp_atom.Atom_ID',?
4390,assembly,3,assembly_supercategory,70,Intermolecular and interresidue bonds in the molecular assembly,_Bond.Auth_entity_assembly_ID_1,N,?,VARCHAR(127),?,N,?,?,?,?,Y,200,chain 1,N,N,N,?,Bond,Auth_entity_assembly_ID_1,line,Enter the name given to the biopolymer or ligand as a component of the molecular system where the first atom in the bond is located. For complex systems that have many components$ this might be something like 'alpha chain 1' or 'heme 3'. A pull down list of the names assigned to the molecular system components in the section above is provided.,?
4400,assembly,3,assembly_supercategory,70,Intermolecular and interresidue bonds in the molecular assembly,_Bond.Auth_entity_assembly_name_1,N,?,VARCHAR(127),?,N,?,?,?,?,Y,210,chain 1,N,N,N,?,Bond,Auth_entity_assembly_name_1,line,Enter the name given to the biopolymer or ligand as a component of the molecular system where the first atom in the bond is located. For complex systems that have many components$ this might be something like 'alpha chain 1' or 'heme 3'. A pull down list of the names assigned to the molecular system components in the section above is provided.,?
4410,assembly,3,assembly_supercategory,70,Intermolecular and interresidue bonds in the molecular assembly,_Bond.Auth_asym_ID_1,N,?,CHAR(12),?,N,?,?,?,?,Y,220,A,N,N,N,?,Bond,Auth_asym_ID_1,code,An alternative identifier for Asym_ID provided by an author.,?
4420,assembly,3,assembly_supercategory,70,Intermolecular and interresidue bonds in the molecular assembly,_Bond.Auth_seq_ID_1,N,?,VARCHAR(15),?,N,?,?,?,?,Y,230,13,N,N,N,?,Bond,Auth_seq_ID_1,code,An alternative identifier for Seq_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to the value for Seq_ID or Comp_index_ID.,?
4430,assembly,3,assembly_supercategory,70,Intermolecular and interresidue bonds in the molecular assembly,_Bond.Auth_comp_ID_1,N,?,VARCHAR(15),?,N,?,?,?,?,Y,240,CYS,N,N,N,?,Bond,Auth_comp_ID_1,code,An alternative identifier for Comp_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.,?
4440,assembly,3,assembly_supercategory,70,Intermolecular and interresidue bonds in the molecular assembly,_Bond.Auth_atom_ID_1,N,?,VARCHAR(15),?,N,?,?,?,?,Y,250,SG,N,N,N,?,Bond,Auth_atom_ID_1,code,An alternative identifier for Atom_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.,?
4450,assembly,3,assembly_supercategory,70,Intermolecular and interresidue bonds in the molecular assembly,_Bond.Auth_entity_assembly_ID_2,N,?,VARCHAR(127),?,N,?,?,?,?,Y,260,chain 2,N,N,N,?,Bond,Auth_entity_assembly_ID_2,line,Enter the name given to the biopolymer or ligand as a component of the molecular system where the second atom in the bond is located. For complex systems that have many components$ this might be something like 'alpha chain 1' or 'heme 3'. A pull down list of the names assigned to the molecular system components in the section above is provided.,?
4460,assembly,3,assembly_supercategory,70,Intermolecular and interresidue bonds in the molecular assembly,_Bond.Auth_entity_assembly_name_2,N,?,VARCHAR(127),?,N,?,?,?,?,Y,270,chain 2,N,N,N,?,Bond,Auth_entity_assembly_name_2,line,Enter the name given to the biopolymer or ligand as a component of the molecular system where the second atom in the bond is located. For complex systems that have many components$ this might be something like 'alpha chain 1' or 'heme 3'. A pull down list of the names assigned to the molecular system components in the section above is provided.,?
4470,assembly,3,assembly_supercategory,70,Intermolecular and interresidue bonds in the molecular assembly,_Bond.Auth_asym_ID_2,N,?,CHAR(12),?,N,?,?,?,?,Y,280,B,N,N,N,?,Bond,Auth_asym_ID_2,code,An alternative identifier for Asym_ID provided by an author.,?
4480,assembly,3,assembly_supercategory,70,Intermolecular and interresidue bonds in the molecular assembly,_Bond.Auth_seq_ID_2,N,?,VARCHAR(15),?,N,?,?,?,?,Y,290,42,N,N,N,?,Bond,Auth_seq_ID_2,code,An alternative identifier for Seq_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to the value for Seq_ID or Comp_index_ID.,?
4490,assembly,3,assembly_supercategory,70,Intermolecular and interresidue bonds in the molecular assembly,_Bond.Auth_comp_ID_2,N,?,VARCHAR(15),?,N,?,?,?,?,Y,300,CYS,N,N,N,?,Bond,Auth_comp_ID_2,code,An alternative identifier for Comp_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.,?
4500,assembly,3,assembly_supercategory,70,Intermolecular and interresidue bonds in the molecular assembly,_Bond.Auth_atom_ID_2,N,?,VARCHAR(15),?,N,?,?,?,?,Y,310,SG,N,N,N,?,Bond,Auth_atom_ID_2,code,An alternative identifier for Atom_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.,?
4510,assembly,3,assembly_supercategory,70,Intermolecular and interresidue bonds in the molecular assembly,_Bond.Sf_ID,N,?,INTEGER,NOT NULL,N,?,?,Assembly,Sf_ID,Y,320,57895,N,N,N,?,Bond,Sf_ID,int,Pointer to '_Assembly.Sf_ID',?
4520,assembly,3,assembly_supercategory,70,Intermolecular and interresidue bonds in the molecular assembly,_Bond.Entry_ID,N,?,CHAR(12),NOT NULL,N,?,Y,Assembly,Entry_ID,Y,330,50125,N,N,N,?,Bond,Entry_ID,code,Pointer to '_Entry.ID',?
4530,assembly,3,assembly_supercategory,70,Intermolecular and interresidue bonds in the molecular assembly,_Bond.Assembly_ID,N,?,INTEGER,NOT NULL,N,?,Y,Assembly,ID,Y,340,1,N,N,N,?,Bond,Assembly_ID,int,Pointer to '_Assembly.ID',?
4540,assembly,3,assembly_supercategory,70,Entity deleted atom,_Entity_deleted_atom.ID,N,?,INTEGER,NOT NULL,Y,?,Y,?,?,Y,10,?,N,N,N,?,Entity_deleted_atom,ID,int,Unique identifier for the listed deleted atom.,?
4550,assembly,3,assembly_supercategory,70,Entity deleted atom,_Entity_deleted_atom.Entity_atom_list_ID,N,?,INTEGER,?,N,?,?,Entity_atom_list,ID,Y,20,?,N,N,N,?,Entity_deleted_atom,Entity_atom_list_ID,int,Pointer to '_Entity_atom_list.ID',?
4560,assembly,3,assembly_supercategory,70,Entity deleted atom,_Entity_deleted_atom.Entity_assembly_ID,N,?,INTEGER,NOT NULL,N,?,?,Entity_assembly,ID,Y,30,?,N,N,N,?,Entity_deleted_atom,Entity_assembly_ID,int,Pointer to '_Entity_assembly.ID',?
4570,assembly,3,assembly_supercategory,70,Entity deleted atom,_Entity_deleted_atom.Entity_ID,N,?,INTEGER,?,N,?,?,Entity,ID,Y,40,?,N,N,N,?,Entity_deleted_atom,Entity_ID,int,Pointer to '_Entity.ID',?
4580,assembly,3,assembly_supercategory,70,Entity deleted atom,_Entity_deleted_atom.Comp_ID,N,?,CHAR(12),?,N,?,?,Chem_comp,ID,Y,50,?,N,N,N,?,Entity_deleted_atom,Comp_ID,code,Pointer to '_Chem_comp.ID',?
4590,assembly,3,assembly_supercategory,70,Entity deleted atom,_Entity_deleted_atom.Comp_index_ID,N,?,INTEGER,?,N,?,?,Entity_comp_index,ID,Y,60,?,N,N,N,?,Entity_deleted_atom,Comp_index_ID,int,Pointer to '_Entity_comp_index.ID',?
